NBCC PGA values for building code localities,,,,,,,,,,,,,,,
-108,51.55,PGA,0.0013,0.0022,0.0032,0.0062,0.0114,0.0186,0.0292,0.0337,0.0533,0.0812,169,Rosetown,SK
-106.63,52.12,PGA,0.0013,0.002,0.003,0.0059,0.0109,0.0179,0.0285,0.033,0.0531,0.0816,170,Saskatoon,SK
-108.83,52.37,PGA,0.0013,0.0021,0.003,0.0058,0.0106,0.0175,0.0282,0.0327,0.0527,0.0808,171,Scott,SK
-104.95,51.07,PGA,0.0014,0.0024,0.0036,0.008,0.0149,0.0248,0.0379,0.043,0.0633,0.0901,172,Strasbourg,SK
-107.8,50.28,PGA,0.0014,0.0025,0.0037,0.0079,0.0146,0.0237,0.0358,0.0404,0.0594,0.0852,173,Swift Current,SK
-108.62,59.57,PGA,0.0008,0.0012,0.0018,0.0043,0.0085,0.0155,0.0264,0.0311,0.0519,0.0815,174,Uranium City,SK
-103.85,49.67,PGA,0.0013,0.0028,0.0047,0.015,0.0327,0.0614,0.1021,0.118,0.1866,0.2829,175,Weyburn,SK
-102.47,51.22,PGA,0.0011,0.0019,0.003,0.0064,0.0122,0.0203,0.0317,0.0362,0.0559,0.0841,176,Yorkton,SK
-96.517,50.067,PGA,0.0007,0.0012,0.0018,0.0045,0.009,0.0164,0.0277,0.0324,0.0534,0.0835,177,Beausejour,MB
-100.05,49.233,PGA,0.0008,0.0015,0.0023,0.0054,0.0108,0.0183,0.0292,0.0336,0.0538,0.0828,178,Boissevain,MB
-99.95,49.833,PGA,0.0006,0.001,0.0016,0.0041,0.0083,0.0155,0.0266,0.0314,0.0526,0.0828,179,Brandon,MB
-94.12,58.75,PGA,0.0009,0.0014,0.002,0.0046,0.0088,0.0158,0.0263,0.0308,0.0512,0.0829,180,Churchill,MB
-100.05,51.15,PGA,0.001,0.0015,0.0023,0.0052,0.0099,0.0169,0.0274,0.0319,0.0525,0.0827,181,Dauphin,MB
-101.88,54.77,PGA,0.001,0.0015,0.0022,0.0048,0.009,0.0158,0.0266,0.0312,0.0522,0.0827,182,Flin Flon,MB
-96.99,50.64,PGA,0.0007,0.0012,0.0018,0.0045,0.0089,0.0162,0.0271,0.0318,0.0528,0.0834,183,Gimli,MB
-94.667,53.867,PGA,0.0009,0.0014,0.002,0.0046,0.0089,0.016,0.0266,0.0311,0.0519,0.0834,184,Island Lake,MB
-96.06,50.27,PGA,0.0007,0.0012,0.0018,0.0046,0.0093,0.0168,0.028,0.0327,0.0538,0.084,185,Lac du Bonnet,MB
-101.05,56.85,PGA,0.0008,0.0013,0.0019,0.0044,0.0086,0.0156,0.0264,0.031,0.052,0.083,186,Lynn Lake,MB
-98.1,49.183,PGA,0.0006,0.001,0.0015,0.0039,0.008,0.0151,0.0263,0.031,0.0523,0.0827,187,Morden,MB
-99.467,50.233,PGA,0.0007,0.0011,0.0017,0.0042,0.0084,0.0156,0.0267,0.0314,0.0526,0.083,188,Neepawa,MB
-96.217,50.567,PGA,0.0007,0.0012,0.0019,0.0046,0.0092,0.0166,0.0277,0.0324,0.0535,0.0838,189,Pine Falls,MB
-98.29,50,PGA,0.0007,0.0011,0.0017,0.0042,0.0085,0.0157,0.0267,0.0314,0.0526,0.0831,190,Portage la Prairie,MB
-100.233,50.033,PGA,0.0009,0.0016,0.0025,0.0056,0.0109,0.0183,0.0291,0.0335,0.0536,0.0829,191,Rivers,MB
-96.3,49.36,PGA,0.0007,0.0011,0.0016,0.0043,0.0087,0.0161,0.0274,0.0321,0.0533,0.0832,192,Sandilands,MB
-96.867,50.15,PGA,0.0007,0.0012,0.0018,0.0044,0.0088,0.0161,0.0272,0.0319,0.053,0.0833,193,Selkirk,MB
-96.1,56.25,PGA,0.0008,0.0013,0.0019,0.0044,0.0087,0.0157,0.0264,0.0309,0.0517,0.0833,194,Split Lake,MB
-96.683,49.533,PGA,0.0007,0.0011,0.0017,0.0042,0.0086,0.016,0.0272,0.0319,0.0531,0.0832,195,Steinbach,MB
-101.27,52.14,PGA,0.001,0.0016,0.0024,0.0052,0.0098,0.0167,0.0273,0.0318,0.0525,0.0826,196,Swan River,MB
-101.25,53.87,PGA,0.001,0.0016,0.0023,0.0048,0.0091,0.0159,0.0266,0.0312,0.0522,0.0828,197,The Pas,MB
-97.86,55.79,PGA,0.0008,0.0013,0.0019,0.0044,0.0087,0.0157,0.0265,0.031,0.0521,0.0835,198,Thompson,MB
-100.93,49.86,PGA,0.0009,0.0017,0.0027,0.0063,0.0123,0.0205,0.032,0.0365,0.0562,0.0843,199,Virden,MB
-97.15,49.89,PGA,0.0007,0.0011,0.0017,0.0043,0.0087,0.016,0.027,0.0317,0.0529,0.0831,200,Winnipeg,MB
-81.55,43.13,PGA,0.0036,0.0051,0.0068,0.0132,0.0216,0.0337,0.0496,0.0556,0.0804,0.1144,201,Ailsa Craig,ON
-79.03,43.85,PGA,0.0056,0.0081,0.0111,0.0223,0.0406,0.0709,0.1157,0.1339,0.2132,0.33,202,Ajax,ON
-74.63,45.32,PGA,0.0214,0.0308,0.041,0.0793,0.1362,0.22,0.3324,0.3751,0.5474,0.7724,203,Alexandria,ON
-79.87,44.15,PGA,0.0047,0.0067,0.009,0.0167,0.0271,0.0416,0.0597,0.0663,0.0923,0.1256,204,Alliston,ON
-76.2,45.23,PGA,0.0145,0.0198,0.0254,0.0458,0.0758,0.1221,0.1886,0.2152,0.3294,0.4909,205,Almonte,ON
-89.03,50.3,PGA,0.001,0.0016,0.0024,0.0055,0.011,0.0196,0.0326,0.0378,0.0607,0.0923,206,Armstrong,ON
-76.35,45.43,PGA,0.0148,0.0203,0.0262,0.0477,0.0805,0.1322,0.2075,0.238,0.3656,0.5435,207,Arnprior,ON
-91.62,48.75,PGA,0.0006,0.0011,0.0017,0.0048,0.0107,0.0205,0.0352,0.0413,0.0677,0.107,208,Atikokan,ON
-79.47,44,PGA,0.0051,0.0074,0.01,0.0192,0.0324,0.0513,0.0761,0.085,0.1211,0.1678,209,Aurora,ON
-77.85,45.05,PGA,0.0087,0.0119,0.015,0.0256,0.0395,0.0585,0.0818,0.0901,0.1226,0.1634,210,Bancroft,ON
-79.67,44.4,PGA,0.005,0.007,0.0094,0.0169,0.0269,0.0405,0.0572,0.0633,0.0868,0.1167,211,Barrie,ON
-76.47,44.23,PGA,0.0096,0.0129,0.0162,0.0274,0.0426,0.0631,0.0885,0.098,0.1356,0.1871,212,Barriefield,ON
-79.15,44.43,PGA,0.0057,0.008,0.0106,0.0187,0.0296,0.0444,0.0626,0.0691,0.0944,0.1264,213,Beaverton,ON
-77.383,44.167,PGA,0.0076,0.0106,0.0135,0.0236,0.0378,0.0588,0.0882,0.0999,0.1524,0.2348,214,Belleville,ON
-81.08,42.88,PGA,0.0039,0.0057,0.0078,0.0154,0.0258,0.0413,0.062,0.0698,0.1026,0.1488,215,Belmont,ON
-90,53.83,PGA,0.001,0.0015,0.0022,0.0048,0.0092,0.0163,0.027,0.0316,0.0524,0.0838,216,Kitchenuhmaykoosib,ON
-79.88,44.27,PGA,0.0048,0.0067,0.0089,0.0164,0.0263,0.0398,0.0567,0.0629,0.0868,0.1176,217,CFB Borden,ON
-79.3,45.03,PGA,0.0059,0.0082,0.0108,0.0188,0.0295,0.0439,0.0615,0.0677,0.0918,0.1223,218,Bracebridge,ON
-79.57,44.12,PGA,0.005,0.0072,0.0097,0.0181,0.0297,0.0459,0.0664,0.074,0.1036,0.1414,219,Bradford,ON
-79.77,43.68,PGA,0.0047,0.007,0.0096,0.0197,0.0355,0.0601,0.0933,0.106,0.1564,0.2224,220,Brampton,ON
-80.27,43.13,PGA,0.0043,0.0063,0.0088,0.0181,0.0322,0.0543,0.0851,0.0971,0.1468,0.2146,221,Brantford,ON
-77.73,44.03,PGA,0.0069,0.0097,0.0126,0.0228,0.0377,0.0609,0.0946,0.1084,0.1713,0.2695,222,Brighton,ON
-75.68,44.59,PGA,0.0135,0.0185,0.0238,0.0426,0.0682,0.1035,0.1474,0.1635,0.2276,0.3108,223,Brockville,ON
-79.4,45.62,PGA,0.0065,0.0094,0.0123,0.022,0.0354,0.054,0.0774,0.0856,0.1181,0.1593,224,Burk's Falls,ON
-79.8,43.32,PGA,0.0046,0.0069,0.0098,0.0214,0.0432,0.0833,0.146,0.1716,0.2823,0.4383,225,Burlington,ON
-80.32,43.38,PGA,0.0043,0.0062,0.0086,0.0173,0.0302,0.0499,0.0772,0.0875,0.1303,0.1883,226,Cambridge,ON
-77.8,44.3,PGA,0.0071,0.0101,0.0129,0.0227,0.0361,0.0547,0.0786,0.0874,0.1234,0.1725,227,Campbellford,ON
-79.03,44.35,PGA,0.0058,0.0082,0.0108,0.0192,0.0307,0.0463,0.0656,0.0726,0.0998,0.134,228,Cannington,ON
-76.15,45.13,PGA,0.0142,0.0194,0.0249,0.0443,0.0722,0.1135,0.1701,0.1921,0.2848,0.4145,229,Carleton Place,ON
-78.47,44.2,PGA,0.0063,0.009,0.0118,0.0213,0.0346,0.0532,0.077,0.0856,0.1205,0.1662,230,Cavan,ON
-81.47,43.28,PGA,0.0037,0.0051,0.0067,0.013,0.0211,0.0328,0.0479,0.0536,0.0769,0.1084,231,Centralia,ON
-83.4,47.83,PGA,0.0024,0.0035,0.0045,0.0088,0.0148,0.0236,0.0359,0.0408,0.0612,0.0883,232,Chapleau,ON
-82.18,42.4,PGA,0.0035,0.0051,0.007,0.0144,0.0244,0.0393,0.06,0.068,0.1017,0.1495,233,Chatham,ON
-81.08,44.28,PGA,0.0038,0.0052,0.0067,0.0125,0.0199,0.03,0.0426,0.0471,0.0659,0.0911,234,Chesley,ON
-81.53,43.62,PGA,0.0036,0.0049,0.0064,0.0121,0.0196,0.03,0.0433,0.0482,0.0684,0.096,235,Clinton,ON
-78.8,44.65,PGA,0.0063,0.0088,0.0114,0.0197,0.0309,0.0457,0.0637,0.0701,0.0948,0.1256,236,Coboconk,ON
-78.17,43.97,PGA,0.0064,0.0092,0.0121,0.0226,0.0384,0.063,0.0984,0.1127,0.1758,0.2712,237,Cobourg,ON
-81.02,49.07,PGA,0.0035,0.0053,0.0073,0.0168,0.0356,0.0709,0.1237,0.1448,0.2324,0.3514,238,Cochrane,ON
-77.88,44,PGA,0.0067,0.0095,0.0124,0.0227,0.0379,0.0617,0.0964,0.1106,0.1744,0.2731,239,Colborne,ON
-80.22,44.48,PGA,0.0045,0.0062,0.0082,0.0149,0.0237,0.0355,0.05,0.0553,0.0762,0.103,240,Collingwood,ON
-74.73,45.03,PGA,0.0201,0.0292,0.0393,0.0777,0.1349,0.2191,0.3319,0.3743,0.5457,0.7693,241,Cornwall,ON
-82.43,42.88,PGA,0.0034,0.0047,0.0062,0.0119,0.0195,0.0303,0.0448,0.0503,0.0736,0.1058,242,Corunna,ON
-77.5,46.1,PGA,0.0136,0.019,0.025,0.0477,0.0832,0.1389,0.2183,0.2499,0.382,0.5628,243,Deep River,ON
-77.05,44.2,PGA,0.0081,0.0112,0.0142,0.0246,0.0387,0.0589,0.0857,0.0962,0.1419,0.214,244,Deseronto,ON
-81.07,42.98,PGA,0.0039,0.0056,0.0076,0.015,0.0251,0.0399,0.0597,0.0673,0.0987,0.1432,245,Dorchester,ON
-88.53,48.78,PGA,0.0008,0.0013,0.002,0.0049,0.0098,0.0177,0.0297,0.0346,0.0563,0.0858,246,Dorion,ON
-82.18,42.58,PGA,0.0036,0.0051,0.0069,0.0137,0.0227,0.0362,0.0547,0.062,0.0926,0.1367,247,Dresden,ON
-92.75,49.78,PGA,0.0007,0.0013,0.002,0.0055,0.0119,0.0222,0.0373,0.0435,0.07,0.1092,248,Dryden,ON
-79.62,42.9,PGA,0.0046,0.007,0.01,0.0221,0.0432,0.0783,0.1287,0.1485,0.2318,0.3465,249,Dunnville,ON
-80.82,44.17,PGA,0.004,0.0054,0.0071,0.0133,0.0212,0.0321,0.0457,0.0507,0.0708,0.0973,250,Durham,ON
-81.5,42.67,PGA,0.0038,0.0055,0.0075,0.0152,0.0257,0.0413,0.0625,0.0706,0.1044,0.152,251,Dutton,ON
-79.82,47.72,PGA,0.006,0.0089,0.012,0.0231,0.0401,0.0658,0.1005,0.1138,0.1694,0.2484,252,Earlton,ON
-93.55,49.8,PGA,0.0007,0.0013,0.002,0.0053,0.0114,0.0213,0.0361,0.0422,0.0686,0.1079,253,Edison,ON
-79.87,44.58,PGA,0.0049,0.0068,0.0089,0.0161,0.0254,0.0379,0.0532,0.0589,0.0804,0.1079,254,Elmvale,ON
-80.9,43.15,PGA,0.004,0.0057,0.0077,0.0151,0.0251,0.0398,0.0593,0.0667,0.0972,0.1398,255,Embro,ON
-79.87,47.82,PGA,0.0058,0.0085,0.0114,0.0219,0.0379,0.0625,0.096,0.109,0.1637,0.2424,256,Englehart,ON
-81.77,46.25,PGA,0.0036,0.0049,0.0064,0.0122,0.0198,0.0305,0.0443,0.0494,0.0702,0.0977,257,Espanola,ON
-81.48,43.35,PGA,0.0036,0.005,0.0067,0.0128,0.0208,0.0321,0.0468,0.0523,0.0748,0.1052,258,Exeter,ON
-78.75,44.53,PGA,0.0062,0.0088,0.0114,0.0199,0.0312,0.0463,0.0649,0.0715,0.0969,0.129,259,Fenelon Falls,ON
-80.37,43.7,PGA,0.0043,0.0061,0.0082,0.016,0.0267,0.042,0.0618,0.0691,0.0985,0.1367,260,Fergus,ON
-82,43.1,PGA,0.0035,0.0048,0.0063,0.0122,0.0199,0.0308,0.0453,0.0507,0.0734,0.1046,261,Forest,ON
-78.93,42.9,PGA,0.005,0.0075,0.0107,0.0255,0.0542,0.1038,0.1743,0.2013,0.3149,0.4664,262,Fort Erie,ON
-79.05,42.88,PGA,0.0049,0.0075,0.0106,0.025,0.0529,0.1015,0.1709,0.1978,0.3112,0.4627,263,Fort Erie (Ridgeway),ON
-93.39,48.61,PGA,0.0006,0.001,0.0016,0.0044,0.0097,0.0187,0.0327,0.0385,0.0641,0.1029,264,Fort Frances,ON
-76.17,44.33,PGA,0.0107,0.0143,0.018,0.0308,0.0478,0.0711,0.0997,0.1101,0.1515,0.2068,265,Gananoque,ON
-86.95,49.73,PGA,0.001,0.0016,0.0024,0.0052,0.01,0.0173,0.0285,0.0332,0.054,0.0835,266,Geraldton,ON
-81.72,42.75,PGA,0.0037,0.0053,0.0071,0.0142,0.0237,0.0376,0.0568,0.0642,0.0953,0.1397,267,Glencoe,ON
-81.72,43.75,PGA,0.0035,0.0047,0.0061,0.0115,0.0185,0.0281,0.0405,0.0452,0.0642,0.0904,268,Goderich,ON
-82.47,45.92,PGA,0.0032,0.0042,0.0054,0.0102,0.0163,0.0249,0.0361,0.0403,0.058,0.083,269,Gore Bay,ON
-90.57,49.25,PGA,0.0008,0.0013,0.0021,0.0054,0.0116,0.0216,0.0366,0.0427,0.0693,0.1087,270,Graham,ON
-79.37,44.92,PGA,0.0057,0.0079,0.0104,0.0182,0.0285,0.0425,0.0592,0.0653,0.0884,0.1178,271,Gravenhurst (Muskoka Airport),ON
-79.57,43.2,PGA,0.0047,0.0072,0.0103,0.0239,0.0506,0.0982,0.1675,0.1946,0.3087,0.4606,272,Grimsby,ON
-80.25,43.55,PGA,0.0044,0.0063,0.0086,0.0172,0.0296,0.0481,0.0729,0.0821,0.1194,0.1686,273,Guelph,ON
-79.55,44.47,PGA,0.0052,0.0072,0.0096,0.0172,0.0273,0.041,0.0576,0.0637,0.087,0.1166,274,Guthrie,ON
-79.63,47.45,PGA,0.0069,0.0104,0.0142,0.0282,0.0494,0.081,0.1221,0.1379,0.2001,0.2842,275,Haileybury,ON
-79.93,43.07,PGA,0.0044,0.0067,0.0095,0.0204,0.0392,0.0712,0.1186,0.138,0.2192,0.3342,276,Haldimand (Caledonia),ON
-80.05,42.97,PGA,0.0043,0.0065,0.0093,0.0194,0.0355,0.0609,0.0952,0.1084,0.1618,0.2331,277,Haldimand (Hagersville),ON
-78.52,45.05,PGA,0.0073,0.0103,0.013,0.0223,0.0345,0.051,0.0713,0.0786,0.1064,0.141,278,Haliburton,ON
-79.92,43.65,PGA,0.0046,0.0067,0.0093,0.0188,0.0335,0.0557,0.0856,0.0969,0.1422,0.2009,279,Halton Hills (Georgetown),ON
-79.86,43.25,PGA,0.0046,0.0068,0.0097,0.021,0.042,0.0808,0.1426,0.1681,0.2789,0.4355,280,Hamilton,ON
-81.03,44.15,PGA,0.0038,0.0052,0.0068,0.0127,0.0203,0.0307,0.0438,0.0485,0.0679,0.0938,281,Hanover,ON
-77.95,44.3,PGA,0.007,0.0098,0.0126,0.0223,0.0355,0.0537,0.077,0.0854,0.1197,0.1661,282,Hastings,ON
-74.62,45.6,PGA,0.0215,0.0306,0.0403,0.0758,0.1257,0.1972,0.2905,0.3253,0.4662,0.6508,283,Hawkesbury,ON
-83.67,49.68,PGA,0.002,0.0031,0.0041,0.0083,0.0146,0.0241,0.0376,0.043,0.0654,0.0951,284,Hearst,ON
-79.82,44.87,PGA,0.0051,0.007,0.0093,0.0165,0.026,0.0386,0.054,0.0597,0.0813,0.109,285,Honey Harbour,ON
-84.78,49.22,PGA,0.0018,0.0027,0.0036,0.0069,0.0123,0.0202,0.0318,0.0366,0.0572,0.0858,286,Hornepayne,ON
-79.22,45.33,PGA,0.0063,0.009,0.0117,0.0206,0.0327,0.049,0.0693,0.0767,0.1047,0.1401,287,Huntsville,ON
-80.88,43.03,PGA,0.004,0.0057,0.0079,0.0155,0.026,0.0414,0.0619,0.0697,0.1021,0.1476,288,Ingersoll,ON
-80.68,48.77,PGA,0.0042,0.006,0.0083,0.0173,0.0332,0.0623,0.1079,0.1264,0.2062,0.3196,289,Iroquois Falls,ON
-87.52,49.68,PGA,0.001,0.0016,0.0023,0.0051,0.01,0.0174,0.0287,0.0334,0.0543,0.0838,290,Jellicoe,ON
-82.43,49.42,PGA,0.0025,0.0038,0.0052,0.0119,0.0223,0.0387,0.0614,0.0699,0.1043,0.1483,291,Kapuskasing,ON
-75.64,45.02,PGA,0.016,0.0224,0.0294,0.0556,0.0954,0.1563,0.2419,0.2748,0.4131,0.6004,292,Kemptville,ON
-94.43,49.82,PGA,0.0007,0.0012,0.0019,0.005,0.0106,0.0194,0.0329,0.0383,0.0624,0.0967,293,Kenora,ON
-77.42,45.55,PGA,0.0117,0.0159,0.0204,0.0367,0.0608,0.0972,0.1478,0.1675,0.2497,0.3616,294,Killaloe,ON
-81.63,44.18,PGA,0.0035,0.0047,0.006,0.0113,0.018,0.0271,0.0386,0.043,0.0607,0.0855,295,Kincardine,ON
-76.48,44.23,PGA,0.0096,0.0129,0.0161,0.0274,0.0425,0.063,0.0884,0.0978,0.1354,0.1869,296,Kingston,ON
-78.65,44.78,PGA,0.0066,0.0093,0.0119,0.0205,0.0319,0.0471,0.0655,0.0721,0.0973,0.1287,297,Kinmount,ON
-80.03,48.15,PGA,0.0052,0.0074,0.0101,0.0193,0.0334,0.0553,0.0865,0.099,0.153,0.2327,298,Kirkland Lake,ON
-80.48,43.45,PGA,0.0042,0.006,0.0082,0.0162,0.0274,0.0439,0.0658,0.074,0.1074,0.1517,299,Kitchener,ON
-78.27,44.43,PGA,0.0067,0.0095,0.0122,0.0213,0.0335,0.05,0.0703,0.0776,0.106,0.1423,300,Lakefield,ON
-87.88,52.23,PGA,0.0011,0.0017,0.0024,0.0051,0.0098,0.0171,0.0281,0.0328,0.054,0.0847,301,Lansdowne House,ON
-82.57,42.08,PGA,0.0033,0.0049,0.0069,0.0145,0.0247,0.0398,0.0607,0.0687,0.1031,0.1527,302,Leamington,ON
-78.73,44.35,PGA,0.0061,0.0086,0.0113,0.0201,0.0321,0.0482,0.0683,0.0757,0.1039,0.1396,303,Lindsay,ON
-81.25,44.98,PGA,0.0038,0.0051,0.0066,0.0122,0.0193,0.0289,0.0409,0.0454,0.0635,0.0885,304,Lion's Head,ON
-80.95,43.73,PGA,0.0039,0.0054,0.0071,0.0136,0.022,0.0338,0.0487,0.0543,0.0769,0.1065,305,Listowel,ON
-81.23,42.98,PGA,0.0038,0.0054,0.0074,0.0145,0.0242,0.0383,0.0572,0.0645,0.0945,0.1373,306,London,ON
-81.4,43.18,PGA,0.0037,0.0052,0.0069,0.0134,0.022,0.0343,0.0505,0.0566,0.0817,0.116,307,Lucan,ON
-75.62,44.63,PGA,0.0139,0.0192,0.0249,0.045,0.0731,0.1117,0.1607,0.1789,0.2504,0.3429,308,Maitland,ON
-80.65,44.32,PGA,0.0041,0.0056,0.0074,0.0137,0.0217,0.0327,0.0464,0.0514,0.0714,0.0976,309,Markdale,ON
-79.27,43.87,PGA,0.0054,0.0078,0.0107,0.0211,0.0378,0.0641,0.1012,0.1153,0.1753,0.2568,310,Markham,ON
-91.13,49.25,PGA,0.0007,0.0012,0.0019,0.0052,0.0115,0.0217,0.0369,0.0431,0.0698,0.109,311,Martin,ON
-80.47,48.53,PGA,0.0045,0.0065,0.0088,0.0176,0.0315,0.0542,0.0875,0.1009,0.1588,0.2428,312,Matheson,ON
-78.7,46.32,PGA,0.0105,0.0162,0.023,0.0515,0.0967,0.1635,0.2516,0.2845,0.4171,0.589,313,Mattawa,ON
-79.88,44.75,PGA,0.0049,0.0068,0.009,0.0161,0.0254,0.0378,0.0529,0.0585,0.0798,0.107,314,Midland,ON
-79.88,43.52,PGA,0.0046,0.0068,0.0095,0.0199,0.0371,0.0655,0.106,0.1216,0.1873,0.2767,315,Milton,ON
-80.92,43.57,PGA,0.0039,0.0055,0.0073,0.014,0.0229,0.0354,0.0514,0.0575,0.0816,0.1136,316,Milverton,ON
-78.73,44.92,PGA,0.0067,0.0094,0.012,0.0206,0.0322,0.0475,0.0662,0.0729,0.0984,0.1302,317,Minden,ON
-79.65,43.58,PGA,0.0048,0.0072,0.01,0.0214,0.0408,0.0738,0.1217,0.1409,0.2213,0.3339,318,Mississauga,ON
-79.58,43.55,PGA,0.0049,0.0073,0.0102,0.0222,0.0436,0.0807,0.1367,0.1589,0.2557,0.3928,319,Mississauga Port Credit,ON
-81.2,43.47,PGA,0.0038,0.0053,0.007,0.0133,0.0217,0.0334,0.0486,0.0542,0.0772,0.1079,320,Mitchell,ON
-80.72,51.32,PGA,0.0022,0.0034,0.0045,0.0091,0.0161,0.0268,0.0424,0.0484,0.0743,0.1092,321,Moosonee,ON
-75.18,44.9,PGA,0.0176,0.0254,0.0342,0.069,0.1227,0.2042,0.3154,0.3569,0.5267,0.7483,322,Morrisburg,ON
-80.73,43.98,PGA,0.004,0.0056,0.0073,0.0139,0.0223,0.034,0.0487,0.0542,0.076,0.1046,323,Mount Forest,ON
-86.7,50.17,PGA,0.0011,0.0017,0.0025,0.0052,0.01,0.0173,0.0284,0.033,0.0539,0.0835,324,Nakina,ON
-80.1,42.88,PGA,0.0043,0.0065,0.0092,0.0191,0.0339,0.0563,0.0862,0.0976,0.1433,0.2036,325,Nanticoke (Jarvis),ON
-80.2,42.78,PGA,0.0042,0.0064,0.0091,0.0185,0.0322,0.0524,0.0792,0.0892,0.1299,0.1843,326,Nanticoke (Port Dover),ON
-76.95,44.25,PGA,0.0087,0.0118,0.0148,0.0253,0.0395,0.0594,0.0851,0.0948,0.1358,0.1961,327,Napanee,ON
-79.67,47.5,PGA,0.0067,0.0101,0.0137,0.027,0.0471,0.0773,0.1167,0.1317,0.1921,0.2741,328,New Liskeard,ON
-78.58,43.92,PGA,0.006,0.0087,0.0117,0.0226,0.0394,0.0657,0.103,0.1176,0.1811,0.2734,329,Newcastle,ON
-78.68,43.91,PGA,0.0059,0.0086,0.0115,0.0226,0.0397,0.0666,0.1045,0.1193,0.1833,0.275,330,Bowmanville,ON
-79.47,44.05,PGA,0.0051,0.0073,0.01,0.0189,0.0315,0.0494,0.0724,0.0809,0.1144,0.1574,331,Newmarket,ON
-79.07,43.1,PGA,0.0051,0.0078,0.0111,0.0271,0.0575,0.1082,0.1798,0.2068,0.3201,0.4704,332,Niagara Falls,ON
-79.47,46.32,PGA,0.0079,0.012,0.0165,0.0335,0.0584,0.0938,0.1391,0.1551,0.219,0.2993,333,North Bay,ON
-77.98,44.38,PGA,0.007,0.0099,0.0127,0.0222,0.035,0.0523,0.0741,0.0819,0.113,0.1538,334,Norwood,ON
-79.68,43.45,PGA,0.0048,0.0071,0.01,0.022,0.044,0.0832,0.1431,0.1672,0.2721,0.4215,335,Oakville,ON
-80.1,43.92,PGA,0.0045,0.0064,0.0087,0.0165,0.0273,0.0425,0.062,0.0692,0.0976,0.1342,336,Orangeville,ON
-79.42,44.62,PGA,0.0054,0.0075,0.01,0.0176,0.0277,0.0414,0.0578,0.0638,0.0866,0.1155,337,Orillia,ON
-78.85,43.9,PGA,0.0058,0.0084,0.0113,0.0223,0.0397,0.0674,0.1068,0.1222,0.1881,0.2815,338,Oshawa,ON
-75.69,45.42,PGA,0.0179,0.025,0.0327,0.0607,0.1016,0.1628,0.2474,0.2801,0.4172,0.6035,339,Ottawa (city hall),ON
