NBCC PGA values for building code localities,,,,,,,,,,,,,,,
-80.93,44.57,PGA,0.004,0.0054,0.007,0.0128,0.0203,0.0304,0.043,0.0475,0.066,0.0909,340,Owen Sound,ON
-85.22,50.02,PGA,0.0014,0.0022,0.0032,0.0063,0.0114,0.019,0.0303,0.035,0.0556,0.0848,341,Pagwa River,ON
-80.38,43.2,PGA,0.0042,0.0062,0.0086,0.0173,0.0303,0.05,0.0773,0.0876,0.1307,0.1896,342,Paris,ON
-81.68,43.15,PGA,0.0036,0.005,0.0066,0.0128,0.0209,0.0325,0.0477,0.0534,0.0772,0.1095,343,Parkhill,ON
-80.03,45.35,PGA,0.0052,0.0072,0.0095,0.017,0.027,0.0406,0.0575,0.0637,0.0877,0.1189,344,Parry Sound,ON
-79.28,43.03,PGA,0.0049,0.0075,0.0107,0.0256,0.0541,0.1034,0.1735,0.2005,0.3145,0.4669,345,Pelham (Fonthill),ON
-77.12,45.82,PGA,0.0138,0.0191,0.0248,0.0464,0.0802,0.1342,0.2122,0.2436,0.3747,0.5552,346,Pembroke,ON
-79.92,44.78,PGA,0.0049,0.0068,0.009,0.016,0.0252,0.0375,0.0526,0.0581,0.0793,0.1064,347,Penetanguishene,ON
-76.25,44.9,PGA,0.0127,0.0172,0.0218,0.0376,0.0593,0.0888,0.1264,0.1405,0.1959,0.269,348,Perth,ON
-77.33,45.9,PGA,0.0134,0.0186,0.0243,0.0459,0.0799,0.134,0.2119,0.2433,0.3742,0.555,349,Petawawa,ON
-78.32,44.3,PGA,0.0066,0.0093,0.012,0.0214,0.0341,0.0515,0.0735,0.0814,0.1128,0.1537,350,Peterborough,ON
-82.15,42.87,PGA,0.0035,0.0049,0.0065,0.0126,0.0206,0.0323,0.048,0.054,0.0791,0.1141,351,Petrolia,ON
-79.1,43.82,PGA,0.0055,0.008,0.011,0.0224,0.0412,0.073,0.1207,0.1404,0.2269,0.3549,352,Pickering (Dunbarton),ON
-77.13,44,PGA,0.0074,0.0104,0.0133,0.0234,0.0374,0.0579,0.0863,0.0976,0.1486,0.2296,353,Picton,ON
-80.62,43.3,PGA,0.0041,0.0059,0.0081,0.0158,0.0268,0.0428,0.0641,0.0721,0.1051,0.1502,354,Plattsville,ON
-77.57,46.13,PGA,0.0135,0.0189,0.0249,0.0478,0.0835,0.1395,0.219,0.2506,0.3827,0.563,355,Point Alexander,ON
-80.82,42.65,PGA,0.004,0.006,0.0084,0.0172,0.0296,0.0477,0.072,0.0812,0.1186,0.1699,356,Port Burwell,ON
-79.23,42.9,PGA,0.0049,0.0074,0.0105,0.0246,0.0512,0.0978,0.1655,0.1921,0.304,0.4553,357,Port Colborne,ON
-81.4,44.43,PGA,0.0036,0.0049,0.0063,0.0117,0.0185,0.0278,0.0395,0.0438,0.0614,0.086,358,Port Elgin,ON
-78.3,43.95,PGA,0.0063,0.009,0.012,0.0226,0.0387,0.064,0.1,0.1144,0.1776,0.2722,359,Port Hope,ON
-78.95,44.1,PGA,0.0058,0.0082,0.011,0.0205,0.0342,0.0538,0.0793,0.0887,0.1261,0.1748,360,Port Perry,ON
-81.22,42.67,PGA,0.0038,0.0057,0.0079,0.016,0.0273,0.044,0.0664,0.075,0.1103,0.1594,361,Port Stanley,ON
-75.52,44.72,PGA,0.0149,0.0208,0.0272,0.0508,0.0852,0.135,0.1996,0.2241,0.3225,0.4515,362,Prescott,ON
-80.53,43.17,PGA,0.0041,0.006,0.0083,0.0166,0.0284,0.0459,0.0696,0.0786,0.1154,0.1664,363,Princeton,ON
-89.93,48.83,PGA,0.0007,0.0012,0.0019,0.005,0.0107,0.0201,0.0344,0.0403,0.0665,0.1059,364,Raith,ON
-81.2,46.58,PGA,0.0043,0.0059,0.0079,0.0148,0.0243,0.0376,0.0545,0.0608,0.0846,0.1145,365,Rayside-Balfour (Chelmsford),ON
-93.82,51.05,PGA,0.0008,0.0014,0.0022,0.0053,0.0112,0.0206,0.035,0.0409,0.0669,0.1061,366,Red Lake,ON
-76.68,45.47,PGA,0.0138,0.0188,0.0242,0.0441,0.0746,0.1236,0.1964,0.2258,0.3514,0.5258,367,Renfrew,ON
-79.45,43.87,PGA,0.0051,0.0074,0.0102,0.0202,0.0356,0.059,0.0902,0.1023,0.1496,0.2111,368,Richmond Hill,ON
-75.29,45.55,PGA,0.0201,0.0285,0.0374,0.0707,0.1196,0.1924,0.2907,0.3278,0.479,0.6779,369,Rockland,ON
-82.38,42.97,PGA,0.0034,0.0047,0.0061,0.0118,0.0192,0.0297,0.0438,0.0492,0.0715,0.1027,370,Sarnia,ON
-84.33,46.52,PGA,0.002,0.003,0.0038,0.0072,0.0126,0.0202,0.0314,0.0359,0.0557,0.0831,371,Sault Ste. Marie,ON
-87.25,48.8,PGA,0.001,0.0015,0.0022,0.005,0.0096,0.017,0.0282,0.0329,0.0537,0.083,372,Schreiber,ON
-81.4,43.55,PGA,0.0036,0.005,0.0066,0.0126,0.0203,0.0312,0.0452,0.0504,0.0717,0.1004,373,Seaforth,ON
-80.3,42.83,PGA,0.0042,0.0063,0.0089,0.0181,0.0315,0.051,0.0772,0.0869,0.1267,0.1804,374,Simcoe,ON
-91.98,50.07,PGA,0.0008,0.0013,0.0021,0.0056,0.0122,0.0226,0.0378,0.044,0.0705,0.1096,375,Sioux Lookout,ON
-76.02,44.9,PGA,0.0137,0.0186,0.0238,0.0418,0.0665,0.1009,0.1448,0.161,0.2266,0.314,376,Smiths Falls,ON
-79.55,43.1,PGA,0.0047,0.0072,0.0103,0.0239,0.05,0.0964,0.1643,0.1911,0.304,0.4552,377,Smithville,ON
-81.63,49.28,PGA,0.0029,0.0044,0.0062,0.0151,0.032,0.063,0.1104,0.1296,0.2107,0.324,378,Smooth Rock Falls,ON
-79.38,45.83,PGA,0.0071,0.0104,0.0136,0.0247,0.0404,0.0626,0.09,0.1003,0.1391,0.1879,379,South River,ON
-81.38,44.48,PGA,0.0036,0.0049,0.0063,0.0117,0.0186,0.0279,0.0395,0.0439,0.0615,0.086,380,Southampton,ON
-79.25,43.17,PGA,0.0051,0.0077,0.0109,0.0265,0.0565,0.1069,0.1784,0.2055,0.3195,0.4719,381,St. Catharines,ON
-81.13,43.25,PGA,0.0038,0.0054,0.0073,0.0141,0.0231,0.0361,0.0531,0.0596,0.0857,0.1214,382,St. Mary's,ON
-81.2,42.78,PGA,0.0038,0.0056,0.0077,0.0154,0.0261,0.0418,0.063,0.0711,0.1048,0.1521,383,St. Thomas,ON
-77.55,44.3,PGA,0.0076,0.0106,0.0135,0.0235,0.0371,0.0563,0.0813,0.0906,0.1291,0.1831,384,Stirling,ON
-80.95,43.37,PGA,0.0039,0.0055,0.0074,0.0144,0.0237,0.0369,0.0541,0.0608,0.0868,0.122,385,Stratford,ON
-81.63,42.95,PGA,0.0036,0.0052,0.0069,0.0136,0.0224,0.0352,0.0524,0.0591,0.0866,0.1254,386,Strathroy,ON
-79.92,46.37,PGA,0.0066,0.01,0.0134,0.0257,0.0436,0.0689,0.1013,0.1127,0.1582,0.2154,387,Sturgeon Falls,ON
-81,46.5,PGA,0.0045,0.0063,0.0084,0.0158,0.0259,0.0402,0.0582,0.0648,0.0905,0.1232,388,Sudbury,ON
-79.4,45.77,PGA,0.007,0.0102,0.0132,0.0238,0.0386,0.0595,0.0855,0.095,0.1315,0.1777,389,Sundridge,ON
-80.83,43.32,PGA,0.004,0.0057,0.0077,0.0149,0.0248,0.039,0.0577,0.0647,0.0933,0.1321,390,Tavistock,ON
-79.78,47.07,PGA,0.0071,0.0109,0.0151,0.0314,0.0555,0.0904,0.1348,0.1508,0.2142,0.2946,391,Temagami,ON
-81,43.07,PGA,0.0039,0.0056,0.0076,0.015,0.025,0.0395,0.059,0.0664,0.0969,0.14,392,Thamesford,ON
-81.85,43.15,PGA,0.0035,0.0049,0.0065,0.0124,0.0202,0.0313,0.0459,0.0514,0.0742,0.1054,393,Thedford,ON
-89.32,48.4,PGA,0.0008,0.0012,0.0019,0.0047,0.0096,0.0178,0.0306,0.0359,0.0597,0.0938,394,Thunder Bay,ON
-80.73,42.85,PGA,0.004,0.0059,0.0083,0.0166,0.0282,0.0452,0.0678,0.0765,0.1118,0.1607,395,Tillsonburg,ON
-81.33,48.47,PGA,0.0037,0.0053,0.0073,0.015,0.0265,0.0442,0.0682,0.0775,0.1145,0.1634,396,Timmins,ON
-81.17,48.5,PGA,0.0038,0.0055,0.0076,0.0157,0.0282,0.0482,0.0769,0.088,0.135,0.1989,397,Timmins (Porcupine),ON
-79.57,43.7,PGA,0.0049,0.0073,0.0101,0.0209,0.0387,0.0673,0.1077,0.1232,0.1876,0.2741,398,Etobicoke,ON
-79.42,43.77,PGA,0.0051,0.0075,0.0103,0.0213,0.039,0.0678,0.1084,0.1243,0.1902,0.2799,399,North York,ON
-79.25,43.78,PGA,0.0054,0.0079,0.0108,0.0221,0.0411,0.0733,0.1211,0.1406,0.2242,0.3449,400,Scarborough,ON
-77.58,44.1,PGA,0.007,0.01,0.0129,0.023,0.0376,0.0595,0.0909,0.1037,0.1616,0.2527,402,Trenton,ON
-79.37,45.98,PGA,0.0075,0.0111,0.0146,0.0272,0.0452,0.0708,0.103,0.1144,0.1598,0.2171,403,Trout Creek,ON
-79.12,44.1,PGA,0.0056,0.008,0.0107,0.02,0.0333,0.0522,0.0768,0.0857,0.1215,0.1678,404,Uxbridge,ON
-79.6,43.78,PGA,0.0049,0.0072,0.01,0.0201,0.0358,0.0601,0.0927,0.1052,0.1546,0.2188,405,Vaughan (Woodbridge),ON
-80.32,42.77,PGA,0.0042,0.0063,0.0089,0.0181,0.0312,0.0505,0.0762,0.0856,0.1247,0.1774,406,Vittoria,ON
-81.15,44.12,PGA,0.0038,0.0051,0.0067,0.0124,0.0198,0.03,0.0429,0.0475,0.0666,0.0923,407,Walkerton,ON
-82.38,42.6,PGA,0.0032,0.0046,0.0063,0.0128,0.0213,0.034,0.0513,0.0581,0.0869,0.1286,408,Wallaceburg,ON
-80.52,43.47,PGA,0.0042,0.006,0.0081,0.0159,0.0268,0.0428,0.0637,0.0715,0.1032,0.1452,409,Waterloo,ON
-81.88,42.95,PGA,0.0036,0.005,0.0066,0.0129,0.0212,0.0333,0.0494,0.0556,0.0811,0.1168,410,Watford,ON
-84.78,47.98,PGA,0.0018,0.0026,0.0036,0.0068,0.0121,0.0198,0.0311,0.0357,0.0558,0.0838,411,Wawa,ON
-79.25,42.98,PGA,0.0049,0.0075,0.0107,0.0254,0.0534,0.1021,0.1717,0.1986,0.312,0.464,412,Welland,ON
-81.6,42.6,PGA,0.0038,0.0055,0.0076,0.0153,0.026,0.0418,0.0634,0.0717,0.1062,0.1544,413,West Lorne,ON
-78.93,43.87,PGA,0.0057,0.0083,0.0112,0.0224,0.0404,0.0699,0.1124,0.1296,0.2032,0.3095,414,Whitby,ON
-78.95,43.95,PGA,0.0057,0.0083,0.0111,0.0216,0.0378,0.063,0.0977,0.1111,0.1673,0.2448,415,Whitby (Brooklin),ON
-85.28,48.6,PGA,0.0015,0.0023,0.0032,0.0063,0.0115,0.019,0.0303,0.0349,0.0552,0.0838,416,White River,ON
-81.15,44.75,PGA,0.0038,0.0052,0.0067,0.0123,0.0194,0.0291,0.0411,0.0456,0.0636,0.0882,417,Wiarton,ON
-83.02,42.3,PGA,0.0031,0.0045,0.0061,0.0125,0.0209,0.0332,0.05,0.0567,0.0853,0.1281,418,Windsor,ON
-81.32,43.88,PGA,0.0037,0.005,0.0066,0.0123,0.0197,0.03,0.043,0.0478,0.0674,0.0939,419,Wingham,ON
-80.75,43.13,PGA,0.004,0.0058,0.008,0.0157,0.0264,0.0422,0.0632,0.0711,0.1041,0.1499,420,Woodstock,ON
-82.12,42.95,PGA,0.0035,0.0048,0.0064,0.0124,0.0202,0.0316,0.0467,0.0524,0.0764,0.1097,421,Wyoming,ON
-72.57,45.65,PGA,0.0154,0.0203,0.0254,0.0429,0.0666,0.1001,0.143,0.1589,0.2227,0.3058,422,Acton-Vale,QC
-71.65,48.55,PGA,0.022,0.0323,0.0442,0.0913,0.166,0.2797,0.4309,0.485,0.7069,0.9792,423,Alma,QC
-78.12,48.57,PGA,0.006,0.0081,0.0105,0.0178,0.0277,0.0413,0.058,0.0641,0.0874,0.116,424,Amos,QC
-71.93,45.77,PGA,0.0146,0.019,0.0234,0.0375,0.0559,0.0806,0.1113,0.1225,0.1667,0.223,425,Asbestos,QC
-75.83,45.4,PGA,0.0171,0.0237,0.0309,0.0567,0.0948,0.1527,0.2336,0.2652,0.3987,0.582,426,Aylmer,QC
-68.15,49.22,PGA,0.0155,0.0214,0.0278,0.0518,0.0899,0.1512,0.2399,0.2743,0.4188,0.6116,427,Baie-Comeau,QC
-71.18,46.87,PGA,0.0258,0.0351,0.0449,0.0792,0.1271,0.1969,0.2912,0.3272,0.4745,0.6705,428,Beauport,QC
-72.98,45.12,PGA,0.0161,0.022,0.0283,0.0511,0.0846,0.1345,0.2017,0.2276,0.3342,0.4792,429,Bedford,QC
-73.2,45.57,PGA,0.0176,0.0245,0.0321,0.0622,0.1105,0.1868,0.2928,0.3329,0.4972,0.7132,430,Beloeil,QC
-72.57,45.2,PGA,0.0147,0.0196,0.0246,0.0413,0.0638,0.0947,0.1332,0.1472,0.202,0.2712,431,Brome,QC
-73.47,45.45,PGA,0.0188,0.0268,0.0359,0.0721,0.1285,0.2142,0.3296,0.3729,0.5479,0.774,432,Brossard,QC
-75.42,45.58,PGA,0.0197,0.0277,0.0363,0.0683,0.115,0.185,0.2799,0.3164,0.4642,0.6603,433,Buckingham,QC
-76.6,45.73,PGA,0.0152,0.021,0.0272,0.0498,0.0843,0.1387,0.2168,0.2481,0.3801,0.5623,434,Campbell's Bay,QC
-73.28,45.45,PGA,0.0179,0.0251,0.0332,0.0654,0.117,0.1977,0.3092,0.3505,0.521,0.7432,435,Chambly,QC
-71.07,48.43,PGA,0.0283,0.0404,0.0535,0.1031,0.1772,0.288,0.4357,0.4895,0.7086,0.9794,436,Saguenay,QC
-70.88,48.35,PGA,0.0314,0.0444,0.0584,0.1095,0.1843,0.2951,0.4427,0.4965,0.7154,0.9858,437,Saguenay (Bagotville),QC
-71.25,48.42,PGA,0.0271,0.039,0.0521,0.1021,0.1772,0.2899,0.4391,0.4934,0.7143,0.9857,438,Saguenay (Kénogami),QC
-71.8,45.13,PGA,0.0132,0.0172,0.0213,0.035,0.0529,0.0773,0.1075,0.1186,0.1637,0.225,439,Coaticook,QC
-73.23,45.85,PGA,0.0173,0.0239,0.0311,0.0592,0.1034,0.1717,0.2658,0.3023,0.4499,0.6447,440,Contrecoeur,QC
-72.75,45.2,PGA,0.0154,0.0206,0.026,0.0449,0.071,0.1077,0.1544,0.1718,0.2406,0.3287,441,Cowansville,QC
-73.88,45.53,PGA,0.0205,0.0295,0.0394,0.0778,0.1355,0.2213,0.3356,0.3789,0.5522,0.7763,442,Deux-Montagnes,QC
-72.23,48.88,PGA,0.0147,0.0208,0.0275,0.0539,0.0968,0.167,0.2676,0.3074,0.4675,0.6791,443,Dolbeau,QC
-72.48,45.88,PGA,0.0155,0.0205,0.0256,0.0433,0.0679,0.1043,0.1534,0.1723,0.2511,0.3599,444,Drummondville,QC
-72.98,45.28,PGA,0.0164,0.0224,0.0288,0.0521,0.0868,0.1386,0.2077,0.2345,0.3436,0.4917,445,Farnham,QC
-76.73,45.85,PGA,0.0153,0.0211,0.0274,0.0505,0.0854,0.1403,0.2191,0.2506,0.3829,0.5653,446,Fort-Coulonge,QC
-68.17,51.93,PGA,0.0041,0.0054,0.0068,0.012,0.0186,0.0278,0.0401,0.0448,0.0642,0.0907,447,Gagnon,QC
-64.48,48.83,PGA,0.0072,0.0101,0.0126,0.0209,0.0323,0.048,0.0682,0.0757,0.1052,0.1434,448,Gaspé,QC
-75.65,45.5,PGA,0.0184,0.0258,0.0336,0.0623,0.104,0.1658,0.2502,0.2828,0.4184,0.6021,449,Gatineau,QC
-76.05,46.1,PGA,0.0186,0.0261,0.034,0.0629,0.1049,0.1663,0.2475,0.2779,0.4004,0.5587,450,Gracefield,QC
-72.73,45.4,PGA,0.0156,0.0208,0.0262,0.0451,0.0712,0.108,0.1551,0.1728,0.2421,0.3306,451,Granby,QC
-59.48,50.5,PGA,0.0021,0.0032,0.0042,0.0086,0.0149,0.0236,0.0358,0.0407,0.0627,0.0971,452,Harrington-Harbour,QC
-63.6,50.23,PGA,0.0054,0.0078,0.0106,0.0219,0.0418,0.0762,0.1273,0.148,0.237,0.3641,453,Havre-St-Pierre,QC
-73.58,45.05,PGA,0.0187,0.0267,0.0356,0.07,0.1222,0.2007,0.307,0.3464,0.5089,0.7222,454,Hemmingford,QC
-75.73,45.43,PGA,0.0178,0.0248,0.0323,0.0598,0.0999,0.1601,0.2434,0.2757,0.4112,0.5961,455,Hull,QC
-73.23,45.35,PGA,0.0176,0.0247,0.0325,0.063,0.1113,0.1869,0.2913,0.331,0.4939,0.7089,456,Iberville,QC
-78.1,58.48,PGA,0.0016,0.0024,0.0034,0.0068,0.0124,0.0208,0.0331,0.0381,0.0601,0.0913,457,Inukjuak,QC
-73.45,46.02,PGA,0.0174,0.0238,0.0308,0.0575,0.0996,0.1652,0.2573,0.293,0.4399,0.6358,458,Joliette,QC
-71.22,48.42,PGA,0.0273,0.0393,0.0524,0.1024,0.1774,0.2899,0.439,0.4932,0.7135,0.9847,459,Saguenay (Jonquière),QC
-68.4,58.1,PGA,0.0035,0.0046,0.0059,0.0107,0.0169,0.0257,0.0382,0.0431,0.0645,0.0938,460,Kuujjuaq,QC
-77.75,55.28,PGA,0.0011,0.0017,0.0025,0.0052,0.0099,0.017,0.0278,0.0323,0.0531,0.0843,461,Kuujjuarapik,QC
-70.15,47.65,PGA,0.0932,0.1337,0.1747,0.3095,0.4785,0.6994,0.9517,1.0409,1.364,1.7276,462,La-Malbaie,QC
-72.78,47.43,PGA,0.0152,0.0198,0.0245,0.0395,0.0583,0.0821,0.11,0.1197,0.1567,0.2011,463,La-Tuque,QC
-70.88,45.58,PGA,0.0137,0.0177,0.0217,0.035,0.0524,0.0763,0.1074,0.1194,0.1699,0.2444,464,Lac-Mégantic,QC
-74.33,45.65,PGA,0.0212,0.0303,0.0399,0.0757,0.1268,0.2003,0.297,0.3327,0.4775,0.6658,465,Lachute,QC
-71.85,45.37,PGA,0.0136,0.0177,0.0218,0.0353,0.0526,0.0759,0.1042,0.1143,0.154,0.2038,466,Lennoxville,QC
-73.8,45.35,PGA,0.0203,0.0293,0.0393,0.0783,0.1371,0.2242,0.3393,0.3827,0.5564,0.7802,467,Léry,QC
-71.35,46.85,PGA,0.024,0.0325,0.0417,0.0743,0.1209,0.1905,0.2862,0.3229,0.474,0.6744,468,Loretteville,QC
-72.95,46.25,PGA,0.0161,0.0215,0.0271,0.0479,0.0797,0.1307,0.2046,0.2342,0.3589,0.5315,469,Louiseville,QC
-72.13,45.27,PGA,0.0139,0.0181,0.0223,0.0364,0.0549,0.0796,0.1095,0.1202,0.1618,0.2131,470,Magog,QC
-78.13,48.13,PGA,0.0071,0.01,0.0127,0.0218,0.0343,0.0515,0.0731,0.0808,0.1104,0.1472,471,Malartic,QC
-75.97,46.38,PGA,0.019,0.0268,0.0351,0.0656,0.1089,0.1712,0.2519,0.282,0.4028,0.5575,472,Maniwaki,QC
-75.417,45.533,PGA,0.0196,0.0276,0.0362,0.0682,0.1153,0.1864,0.2831,0.3202,0.4716,0.6735,473,Masson,QC
-67.53,48.85,PGA,0.0161,0.0223,0.0291,0.0549,0.0963,0.1634,0.2581,0.2949,0.4442,0.6405,474,Matane,QC
-68.18,48.58,PGA,0.0181,0.0245,0.0314,0.056,0.0933,0.1528,0.2399,0.2743,0.4194,0.6145,475,Mont-Joli,QC
-75.5,46.55,PGA,0.0185,0.026,0.0339,0.0632,0.1051,0.1657,0.2455,0.2752,0.3954,0.5507,476,Mont-Laurier,QC
-70.55,46.98,PGA,0.0364,0.0501,0.0642,0.1101,0.1697,0.2491,0.3459,0.3812,0.5188,0.6928,477,Montmagny,QC
-73.87,45.43,PGA,0.0206,0.0297,0.0398,0.0787,0.1373,0.2239,0.3389,0.3822,0.5558,0.7794,478,Beaconsfield,QC
-73.75,45.45,PGA,0.0201,0.029,0.0389,0.0774,0.1357,0.2224,0.3378,0.3814,0.5556,0.7795,479,Dorval,QC
-73.75,45.58,PGA,0.02,0.0286,0.0383,0.0761,0.1337,0.2195,0.3344,0.3777,0.5523,0.7779,480,Laval,QC
-73.52,45.63,PGA,0.0189,0.027,0.036,0.0721,0.1285,0.2139,0.329,0.3721,0.5461,0.7708,482,Montréal-Est,QC
-73.63,45.6,PGA,0.0195,0.0278,0.0373,0.0745,0.1317,0.2179,0.3333,0.3768,0.5517,0.7772,483,Montréal-Nord,QC
-73.62,45.52,PGA,0.0195,0.028,0.0375,0.0751,0.133,0.2196,0.3354,0.379,0.5544,0.7803,484,Outremont,QC
-73.87,45.48,PGA,0.0205,0.0296,0.0396,0.0783,0.1364,0.2229,0.3376,0.3807,0.5538,0.7779,485,Pierrefonds,QC
-73.5,45.5,PGA,0.019,0.0271,0.0362,0.0727,0.1296,0.2155,0.3312,0.3746,0.5495,0.7748,486,St-Lambert,QC
-73.67,45.5,PGA,0.0198,0.0284,0.0381,0.0761,0.1341,0.2207,0.3362,0.3797,0.5545,0.7795,487,St-Laurent,QC
-73.93,45.42,PGA,0.0208,0.03,0.0401,0.0791,0.1378,0.2243,0.3389,0.3822,0.5558,0.7794,488,Ste-Anne-de-Bellevue,QC
-73.57,45.45,PGA,0.0193,0.0278,0.0372,0.0747,0.1323,0.219,0.335,0.3785,0.5537,0.7795,489,Verdun,QC
-72.28,46.4,PGA,0.0166,0.022,0.0277,0.048,0.0789,0.1285,0.2025,0.2324,0.3596,0.5355,490,Nicolet (Gentilly),QC
-70.91,53.21,PGA,0.0027,0.0037,0.0047,0.0084,0.0135,0.0207,0.031,0.0354,0.0549,0.0838,491,Nitchequon,QC
-79.02,48.25,PGA,0.0058,0.0082,0.011,0.0197,0.0321,0.0493,0.0714,0.0795,0.1112,0.152,492,Noranda,QC
-64.22,48.53,PGA,0.0067,0.0092,0.0116,0.0191,0.0291,0.0429,0.0602,0.0666,0.0921,0.126,493,Percé,QC
-73.98,45.38,PGA,0.0209,0.0302,0.0405,0.0797,0.1384,0.2247,0.3396,0.3829,0.5559,0.7794,494,Pincourt,QC
-71.78,46.22,PGA,0.0165,0.0216,0.0268,0.0441,0.0669,0.0988,0.1407,0.1565,0.222,0.312,495,Plessisville,QC
-66.87,50.02,PGA,0.0108,0.0155,0.0207,0.0409,0.0725,0.1204,0.1854,0.2095,0.3086,0.4364,496,Port-Cartier,QC
-77.283,60.033,PGA,0.0019,0.0032,0.0045,0.0104,0.0196,0.035,0.0582,0.0676,0.1082,0.1646,497,Puvinrituq,QC
-71.38,46.78,PGA,0.0227,0.0308,0.0393,0.0702,0.1149,0.1827,0.277,0.3137,0.4637,0.6628,498,Ancienne-Lorette,QC
-71.18,46.8,PGA,0.0246,0.0333,0.0426,0.0751,0.1209,0.1889,0.2813,0.3171,0.464,0.6593,499,Lévis,QC
-71.23,46.8,PGA,0.0242,0.0328,0.0419,0.0742,0.1199,0.1881,0.2814,0.3175,0.4654,0.6625,500,Québec,QC
-71.25,46.77,PGA,0.0235,0.0319,0.0407,0.072,0.117,0.1843,0.2768,0.3128,0.4605,0.6569,501,Sillery,QC
-71.28,46.78,PGA,0.0235,0.0319,0.0407,0.0721,0.1174,0.1849,0.2782,0.3144,0.4623,0.6596,502,Ste-Foy,QC
-72.15,45.67,PGA,0.0146,0.019,0.0235,0.038,0.0572,0.0831,0.1155,0.1274,0.1743,0.2336,503,Richmond,QC
-68.55,48.43,PGA,0.0201,0.027,0.0341,0.0593,0.0953,0.1504,0.2297,0.2614,0.3965,0.5829,504,Rimouski,QC
-69.53,47.83,PGA,0.0512,0.0743,0.0983,0.1828,0.2992,0.4575,0.6533,0.7233,0.9863,1.2923,505,Rivière-du-Loup,QC
-72.23,48.52,PGA,0.0174,0.0251,0.0338,0.0708,0.1344,0.2375,0.377,0.4313,0.6406,0.9,506,Roberval,QC
-72.1,45.04,PGA,0.0135,0.0177,0.022,0.0363,0.0552,0.0805,0.1113,0.1225,0.1666,0.2236,507,Rock-Island,QC
-73.8,45.63,PGA,0.0201,0.0288,0.0384,0.076,0.1329,0.2182,0.3327,0.3757,0.5497,0.7756,508,Rosemère,QC
-79.02,48.23,PGA,0.0058,0.0083,0.0111,0.0199,0.0325,0.0501,0.0727,0.081,0.1137,0.1559,509,Rouyn,QC
-74.13,45.25,PGA,0.021,0.0304,0.0408,0.0802,0.1388,0.2251,0.3396,0.3829,0.5564,0.7811,510,Salaberry-de-Valleyfield,QC
-66.83,54.8,PGA,0.0015,0.0023,0.0032,0.0065,0.0118,0.0191,0.0297,0.0342,0.0542,0.0831,511,Schefferville,QC
-77.23,48.38,PGA,0.0069,0.0095,0.0119,0.0198,0.0303,0.0443,0.0613,0.0672,0.0902,0.1183,512,Senneterre,QC
