NBCC PGV values for building code localities,,,,,,,,,,,,,,,
-80.93,44.57,PGV,0.0032,0.0046,0.0062,0.0127,0.0213,0.033,0.0471,0.0521,0.0715,0.0951,340,Owen Sound,ON
-85.22,50.02,PGV,0.001,0.0016,0.0024,0.0053,0.0103,0.0171,0.0261,0.0294,0.0429,0.0605,341,Pagwa River,ON
-80.38,43.2,PGV,0.0034,0.0049,0.0068,0.0143,0.0248,0.0398,0.0593,0.0667,0.0968,0.1381,342,Paris,ON
-81.68,43.15,PGV,0.0028,0.0041,0.0055,0.0115,0.0196,0.0309,0.0448,0.0498,0.0701,0.0961,343,Parkhill,ON
-80.03,45.35,PGV,0.004,0.0057,0.0078,0.0156,0.0263,0.0409,0.0591,0.0656,0.091,0.1228,344,Parry Sound,ON
-79.28,43.03,PGV,0.0041,0.0062,0.0088,0.019,0.0351,0.0616,0.1014,0.1177,0.19,0.2959,345,Pelham (Fonthill),ON
-77.12,45.82,PGV,0.0092,0.0132,0.0174,0.0329,0.0563,0.0929,0.1459,0.1675,0.2633,0.4103,346,Pembroke,ON
-79.92,44.78,PGV,0.0038,0.0055,0.0075,0.0151,0.0253,0.0391,0.0558,0.062,0.0847,0.1126,347,Penetanguishene,ON
-76.25,44.9,PGV,0.0087,0.0124,0.0161,0.0294,0.0479,0.0742,0.1078,0.1203,0.1711,0.2382,348,Perth,ON
-77.33,45.9,PGV,0.009,0.0129,0.017,0.0324,0.0557,0.0921,0.1454,0.167,0.2626,0.4096,349,Petawawa,ON
-78.32,44.3,PGV,0.005,0.0072,0.01,0.019,0.0314,0.0483,0.0692,0.0768,0.1057,0.1418,350,Peterborough,ON
-82.15,42.87,PGV,0.0026,0.0039,0.0052,0.011,0.0189,0.0299,0.0438,0.0488,0.0693,0.0962,351,Petrolia,ON
-79.1,43.82,PGV,0.0044,0.0065,0.0091,0.0185,0.0323,0.0531,0.0825,0.0941,0.1451,0.2228,352,Pickering (Dunbarton),ON
-77.13,44,PGV,0.0054,0.0079,0.0109,0.0208,0.0346,0.0539,0.0788,0.0879,0.1255,0.1774,353,Picton,ON
-80.62,43.3,PGV,0.0033,0.0048,0.0065,0.0136,0.0232,0.0367,0.0539,0.0604,0.0858,0.1194,354,Plattsville,ON
-77.57,46.13,PGV,0.0089,0.0129,0.0171,0.0327,0.0566,0.0945,0.1497,0.172,0.2708,0.4207,355,Point Alexander,ON
-80.82,42.65,PGV,0.0032,0.0046,0.0064,0.0134,0.0232,0.0372,0.0554,0.0624,0.0905,0.1288,356,Port Burwell,ON
-79.23,42.9,PGV,0.004,0.0061,0.0086,0.0185,0.034,0.0593,0.0975,0.1133,0.183,0.2857,357,Port Colborne,ON
-81.4,44.43,PGV,0.003,0.0043,0.0057,0.0118,0.0198,0.0308,0.0439,0.0484,0.0665,0.0885,358,Port Elgin,ON
-78.3,43.95,PGV,0.0049,0.0072,0.01,0.0194,0.033,0.0523,0.078,0.0876,0.1281,0.1859,359,Port Hope,ON
-78.95,44.1,PGV,0.0045,0.0066,0.0091,0.0178,0.0298,0.0464,0.0673,0.075,0.1046,0.1423,360,Port Perry,ON
-81.22,42.67,PGV,0.003,0.0044,0.006,0.0127,0.0219,0.0352,0.0524,0.0589,0.0854,0.1217,361,Port Stanley,ON
-75.52,44.72,PGV,0.0101,0.0143,0.0188,0.0354,0.0597,0.0955,0.1437,0.1621,0.2389,0.3456,362,Prescott,ON
-80.53,43.17,PGV,0.0033,0.0048,0.0066,0.0139,0.0239,0.0379,0.056,0.0629,0.0903,0.1273,363,Princeton,ON
-89.93,48.83,PGV,0.0005,0.0009,0.0013,0.0036,0.0073,0.0138,0.0228,0.0264,0.0417,0.064,364,Raith,ON
-81.2,46.58,PGV,0.0033,0.0048,0.0065,0.0135,0.0229,0.036,0.0526,0.0588,0.0824,0.112,365,Rayside-Balfour (Chelmsford),ON
-93.82,51.05,PGV,0.0006,0.001,0.0014,0.0038,0.0076,0.0142,0.0232,0.0267,0.0421,0.0644,366,Red Lake,ON
-76.68,45.47,PGV,0.0093,0.0132,0.0174,0.0325,0.055,0.0896,0.1392,0.1592,0.248,0.3844,367,Renfrew,ON
-79.45,43.87,PGV,0.004,0.0059,0.0082,0.0168,0.029,0.0461,0.0683,0.0767,0.1097,0.1537,368,Richmond Hill,ON
-75.29,45.55,PGV,0.0125,0.0178,0.0235,0.0446,0.0763,0.1248,0.1935,0.2208,0.3372,0.5047,369,Rockland,ON
-82.38,42.97,PGV,0.0025,0.0038,0.0051,0.0106,0.0182,0.0286,0.0417,0.0464,0.0655,0.09,370,Sarnia,ON
-84.33,46.52,PGV,0.0016,0.0024,0.0034,0.0071,0.013,0.0209,0.0308,0.0343,0.0482,0.0658,371,Sault Ste. Marie,ON
-87.25,48.8,PGV,0.0007,0.0011,0.0016,0.0039,0.0075,0.0137,0.0216,0.0246,0.0369,0.0535,372,Schreiber,ON
-81.4,43.55,PGV,0.0029,0.0042,0.0056,0.0117,0.0199,0.0312,0.0449,0.0498,0.0691,0.0932,373,Seaforth,ON
-80.3,42.83,PGV,0.0033,0.0049,0.0068,0.0142,0.0247,0.0395,0.059,0.0663,0.0961,0.1365,374,Simcoe,ON
-91.98,50.07,PGV,0.0005,0.0009,0.0014,0.0038,0.0078,0.0147,0.0244,0.0282,0.0444,0.0677,375,Sioux Lookout,ON
-76.02,44.9,PGV,0.0093,0.0131,0.0171,0.0313,0.0513,0.0801,0.1176,0.1319,0.1897,0.2684,376,Smiths Falls,ON
-79.55,43.1,PGV,0.0038,0.0058,0.0082,0.0181,0.0334,0.0586,0.0966,0.1122,0.1816,0.2844,377,Smithville,ON
-81.63,49.28,PGV,0.0021,0.0035,0.0049,0.0116,0.022,0.0389,0.0644,0.0749,0.1228,0.197,378,Smooth Rock Falls,ON
-79.38,45.83,PGV,0.0051,0.0075,0.0104,0.0199,0.0336,0.053,0.0784,0.0876,0.1247,0.1728,379,South River,ON
-81.38,44.48,PGV,0.003,0.0043,0.0058,0.0118,0.0199,0.0309,0.0441,0.0486,0.0667,0.0889,380,Southampton,ON
-79.25,43.17,PGV,0.0042,0.0064,0.0091,0.0195,0.0361,0.0632,0.1041,0.1207,0.194,0.301,381,St. Catharines,ON
-81.13,43.25,PGV,0.0031,0.0044,0.006,0.0124,0.0212,0.0333,0.0484,0.0539,0.0759,0.104,382,St. Mary's,ON
-81.2,42.78,PGV,0.003,0.0043,0.0059,0.0125,0.0217,0.0346,0.0513,0.0576,0.0832,0.118,383,St. Thomas,ON
-77.55,44.3,PGV,0.0057,0.0083,0.0113,0.0211,0.0346,0.0532,0.0765,0.0848,0.1179,0.1609,384,Stirling,ON
-80.95,43.37,PGV,0.0032,0.0045,0.0061,0.0127,0.0217,0.034,0.0493,0.055,0.0771,0.1053,385,Stratford,ON
-81.63,42.95,PGV,0.0028,0.0041,0.0056,0.0117,0.02,0.0318,0.0467,0.0521,0.0742,0.1035,386,Strathroy,ON
-79.92,46.37,PGV,0.0048,0.0071,0.0099,0.0195,0.0334,0.0539,0.0811,0.0913,0.1327,0.1874,387,Sturgeon Falls,ON
-81,46.5,PGV,0.0035,0.005,0.0068,0.014,0.0239,0.0377,0.0553,0.0619,0.0871,0.1194,388,Sudbury,ON
-79.4,45.77,PGV,0.005,0.0073,0.0102,0.0195,0.0328,0.0516,0.0761,0.0848,0.1202,0.1658,389,Sundridge,ON
-80.83,43.32,PGV,0.0032,0.0046,0.0063,0.013,0.0222,0.0349,0.0509,0.0568,0.0801,0.1103,390,Tavistock,ON
-79.78,47.07,PGV,0.0051,0.0077,0.0109,0.0217,0.0381,0.0632,0.0973,0.1104,0.1642,0.237,391,Temagami,ON
-81,43.07,PGV,0.0031,0.0045,0.0061,0.0128,0.0219,0.0346,0.0508,0.0569,0.081,0.1133,392,Thamesford,ON
-81.85,43.15,PGV,0.0027,0.004,0.0054,0.0112,0.0192,0.0302,0.0438,0.0487,0.0683,0.0934,393,Thedford,ON
-89.32,48.4,PGV,0.0005,0.0009,0.0013,0.0035,0.0069,0.0131,0.0213,0.0245,0.0381,0.0573,394,Thunder Bay,ON
-80.73,42.85,PGV,0.0032,0.0046,0.0064,0.0134,0.023,0.0367,0.0545,0.0613,0.0881,0.1246,395,Tillsonburg,ON
-81.33,48.47,PGV,0.0028,0.0042,0.0058,0.0124,0.0217,0.035,0.0526,0.0594,0.0867,0.1239,396,Timmins,ON
-81.17,48.5,PGV,0.0029,0.0043,0.006,0.0129,0.0228,0.0372,0.0566,0.0642,0.0957,0.1404,397,Timmins (Porcupine),ON
-79.57,43.7,PGV,0.0039,0.0058,0.0082,0.0171,0.0299,0.0487,0.0743,0.084,0.125,0.1828,398,Etobicoke,ON
-79.42,43.77,PGV,0.004,0.006,0.0084,0.0174,0.0305,0.0495,0.0754,0.0853,0.1268,0.1856,399,North York,ON
-79.25,43.78,PGV,0.0043,0.0064,0.009,0.0183,0.032,0.0526,0.0816,0.093,0.1431,0.2181,400,Scarborough,ON
-77.58,44.1,PGV,0.0052,0.0077,0.0106,0.0204,0.0342,0.0536,0.079,0.0884,0.1275,0.1828,402,Trenton,ON
-79.37,45.98,PGV,0.0053,0.0078,0.0108,0.0209,0.0355,0.0567,0.0847,0.0952,0.1374,0.1927,403,Trout Creek,ON
-79.12,44.1,PGV,0.0044,0.0064,0.0088,0.0174,0.0291,0.0454,0.0657,0.0731,0.102,0.1384,404,Uxbridge,ON
-79.6,43.78,PGV,0.0039,0.0058,0.0081,0.0166,0.0287,0.046,0.0685,0.077,0.1109,0.1564,405,Vaughan (Woodbridge),ON
-80.32,42.77,PGV,0.0033,0.0048,0.0067,0.0141,0.0244,0.0391,0.0584,0.0657,0.095,0.1349,406,Vittoria,ON
-81.15,44.12,PGV,0.0031,0.0044,0.0059,0.0122,0.0205,0.0318,0.0455,0.0503,0.0692,0.0921,407,Walkerton,ON
-82.38,42.6,PGV,0.0021,0.0033,0.0046,0.0102,0.0181,0.0294,0.044,0.0493,0.0717,0.1022,408,Wallaceburg,ON
-80.52,43.47,PGV,0.0033,0.0048,0.0066,0.0138,0.0235,0.037,0.0541,0.0605,0.0853,0.1174,409,Waterloo,ON
-81.88,42.95,PGV,0.0027,0.004,0.0054,0.0113,0.0194,0.0307,0.0449,0.0501,0.071,0.0985,410,Watford,ON
-84.78,47.98,PGV,0.0013,0.002,0.003,0.0062,0.0117,0.0192,0.0288,0.0323,0.0462,0.064,411,Wawa,ON
-79.25,42.98,PGV,0.0041,0.0062,0.0088,0.0189,0.0348,0.0611,0.1006,0.1168,0.1883,0.2933,412,Welland,ON
-81.6,42.6,PGV,0.0029,0.0042,0.0058,0.0122,0.0211,0.0338,0.0504,0.0567,0.0824,0.1177,413,West Lorne,ON
-78.93,43.87,PGV,0.0045,0.0067,0.0093,0.0187,0.0323,0.0523,0.0797,0.0902,0.1353,0.201,414,Whitby,ON
-78.95,43.95,PGV,0.0045,0.0066,0.0092,0.0183,0.0313,0.0496,0.0739,0.0829,0.1201,0.1711,415,Whitby (Brooklin),ON
-85.28,48.6,PGV,0.0011,0.0017,0.0025,0.0055,0.0106,0.0177,0.0268,0.0302,0.0437,0.0612,416,White River,ON
-81.15,44.75,PGV,0.0031,0.0045,0.006,0.0123,0.0207,0.0321,0.0458,0.0507,0.0696,0.0929,417,Wiarton,ON
-83.02,42.3,PGV,0.0018,0.003,0.0042,0.0094,0.0171,0.0281,0.0426,0.0479,0.0702,0.1012,418,Windsor,ON
-81.32,43.88,PGV,0.003,0.0043,0.0058,0.0119,0.0201,0.0313,0.0448,0.0495,0.0682,0.0912,419,Wingham,ON
-80.75,43.13,PGV,0.0032,0.0047,0.0064,0.0133,0.0228,0.036,0.053,0.0595,0.0848,0.1189,420,Woodstock,ON
-82.12,42.95,PGV,0.0026,0.0039,0.0052,0.011,0.0188,0.0297,0.0434,0.0483,0.0682,0.0942,421,Wyoming,ON
-72.57,45.65,PGV,0.0115,0.0158,0.0202,0.0356,0.0565,0.0857,0.1234,0.1377,0.1949,0.2723,422,Acton-Vale,QC
-71.65,48.55,PGV,0.0145,0.0211,0.0285,0.0574,0.104,0.1804,0.2939,0.3395,0.537,0.8173,423,Alma,QC
-78.12,48.57,PGV,0.005,0.0071,0.0096,0.0176,0.0282,0.0425,0.0597,0.0659,0.0893,0.1178,424,Amos,QC
-71.93,45.77,PGV,0.0112,0.0153,0.0196,0.0339,0.0527,0.0782,0.1091,0.1203,0.1642,0.2196,425,Asbestos,QC
-75.83,45.4,PGV,0.011,0.0155,0.0204,0.0382,0.0647,0.1054,0.1636,0.187,0.2896,0.4439,426,Aylmer,QC
-68.15,49.22,PGV,0.0108,0.0153,0.02,0.0374,0.063,0.1024,0.159,0.1819,0.2828,0.4347,427,Baie-Comeau,QC
-71.18,46.87,PGV,0.0162,0.0226,0.0295,0.0537,0.0882,0.1387,0.207,0.2338,0.3473,0.5107,428,Beauport,QC
-72.98,45.12,PGV,0.0116,0.0161,0.021,0.0382,0.0631,0.1,0.1508,0.1708,0.2559,0.3797,429,Bedford,QC
-73.2,45.57,PGV,0.0125,0.0177,0.0231,0.0435,0.0745,0.1235,0.1955,0.2248,0.3518,0.5383,430,Beloeil,QC
-72.57,45.2,PGV,0.0109,0.0151,0.0194,0.0342,0.0543,0.0822,0.1172,0.1302,0.1819,0.2486,431,Brome,QC
-73.47,45.45,PGV,0.013,0.0185,0.0244,0.0468,0.0815,0.1372,0.2186,0.2514,0.3926,0.5974,432,Brossard,QC
-75.42,45.58,PGV,0.0123,0.0175,0.023,0.0434,0.074,0.1209,0.1874,0.2136,0.3265,0.4899,433,Buckingham,QC
-76.6,45.73,PGV,0.0101,0.0142,0.0186,0.0348,0.0591,0.0966,0.1507,0.1726,0.2703,0.4195,434,Campbell's Bay,QC
-73.28,45.45,PGV,0.0126,0.0179,0.0235,0.0446,0.077,0.1288,0.2049,0.2358,0.3692,0.5649,435,Chambly,QC
-71.07,48.43,PGV,0.0168,0.0244,0.0326,0.0646,0.1142,0.1932,0.3072,0.3524,0.5471,0.8226,436,Saguenay,QC
-70.88,48.35,PGV,0.018,0.026,0.0347,0.0683,0.1198,0.2004,0.3162,0.3616,0.5577,0.8337,437,Saguenay (Bagotville),QC
-71.25,48.42,PGV,0.0164,0.0238,0.032,0.0636,0.1133,0.1928,0.3086,0.3542,0.5519,0.8303,438,Saguenay (Kénogami),QC
-71.8,45.13,PGV,0.0104,0.0142,0.0183,0.0319,0.0497,0.0737,0.1028,0.113,0.1536,0.2051,439,Coaticook,QC
-73.23,45.85,PGV,0.0124,0.0175,0.0228,0.0424,0.0713,0.1162,0.181,0.2071,0.3218,0.4916,440,Contrecoeur,QC
-72.75,45.2,PGV,0.0112,0.0155,0.02,0.0357,0.0574,0.0879,0.1278,0.1428,0.2037,0.286,441,Cowansville,QC
-73.88,45.53,PGV,0.0135,0.0192,0.0253,0.0486,0.0847,0.1419,0.2246,0.2576,0.3993,0.6041,442,Deux-Montagnes,QC
-72.23,48.88,PGV,0.011,0.0157,0.0207,0.0397,0.0687,0.1148,0.1828,0.2102,0.3308,0.5085,443,Dolbeau,QC
-72.48,45.88,PGV,0.0117,0.016,0.0206,0.0363,0.0578,0.0883,0.1285,0.1438,0.2081,0.3003,444,Drummondville,QC
-72.98,45.28,PGV,0.0118,0.0164,0.0213,0.0389,0.0643,0.1019,0.154,0.1745,0.262,0.3895,445,Farnham,QC
-76.73,45.85,PGV,0.01,0.0142,0.0186,0.0349,0.0593,0.0971,0.1519,0.1741,0.2724,0.4232,446,Fort-Coulonge,QC
-68.17,51.93,PGV,0.0037,0.0051,0.0068,0.0133,0.0215,0.0324,0.0455,0.05,0.0678,0.0891,447,Gagnon,QC
-64.48,48.83,PGV,0.0057,0.0083,0.0111,0.02,0.032,0.0483,0.0687,0.0762,0.1053,0.1423,448,Gaspé,QC
-75.65,45.5,PGV,0.0116,0.0165,0.0216,0.0406,0.0688,0.1119,0.1731,0.1974,0.3041,0.4614,449,Gatineau,QC
-76.05,46.1,PGV,0.0117,0.0165,0.0216,0.0404,0.0677,0.1084,0.1635,0.1849,0.2734,0.3956,450,Gracefield,QC
-72.73,45.4,PGV,0.0114,0.0158,0.0203,0.036,0.0578,0.0885,0.1285,0.1437,0.2052,0.2885,451,Granby,QC
-59.48,50.5,PGV,0.0016,0.0027,0.0039,0.0091,0.0169,0.0274,0.0405,0.0453,0.0647,0.091,452,Harrington-Harbour,QC
-63.6,50.23,PGV,0.0045,0.0065,0.009,0.018,0.0314,0.0524,0.0838,0.0969,0.1567,0.252,453,Havre-St-Pierre,QC
-73.58,45.05,PGV,0.0126,0.018,0.0238,0.0454,0.0788,0.1315,0.2081,0.2391,0.3718,0.5648,454,Hemmingford,QC
-75.73,45.43,PGV,0.0113,0.016,0.021,0.0395,0.067,0.1092,0.1696,0.1938,0.2998,0.4575,455,Hull,QC
-73.23,45.35,PGV,0.0125,0.0176,0.0231,0.0435,0.0746,0.1239,0.196,0.2252,0.3521,0.5383,456,Iberville,QC
-78.1,58.48,PGV,0.0011,0.0017,0.0025,0.0053,0.01,0.0166,0.0255,0.0289,0.0428,0.0614,457,Inukjuak,QC
-73.45,46.02,PGV,0.0124,0.0173,0.0225,0.0416,0.0699,0.1133,0.1756,0.2006,0.3106,0.4734,458,Joliette,QC
-71.22,48.42,PGV,0.0165,0.0239,0.0321,0.0639,0.1135,0.193,0.3086,0.3542,0.5513,0.83,459,Saguenay (Jonquière),QC
-68.4,58.1,PGV,0.0032,0.0044,0.0058,0.0115,0.0188,0.0283,0.0397,0.0438,0.0594,0.0787,460,Kuujjuaq,QC
-77.75,55.28,PGV,0.0008,0.0012,0.0018,0.0041,0.0078,0.0137,0.0213,0.0243,0.0363,0.0529,461,Kuujjuarapik,QC
-70.15,47.65,PGV,0.0427,0.0637,0.0864,0.1716,0.2961,0.4779,0.7191,0.8084,1.1636,1.6178,462,La-Malbaie,QC
-72.78,47.43,PGV,0.0113,0.0155,0.0199,0.0348,0.0543,0.0801,0.1107,0.1214,0.1623,0.2108,463,La-Tuque,QC
-70.88,45.58,PGV,0.0108,0.0148,0.019,0.0329,0.0507,0.0746,0.1035,0.1139,0.1552,0.2091,464,Lac-Mégantic,QC
-74.33,45.65,PGV,0.0135,0.0191,0.0251,0.0473,0.0804,0.1309,0.2006,0.2278,0.3424,0.5034,465,Lachute,QC
-71.85,45.37,PGV,0.0106,0.0146,0.0187,0.0324,0.0502,0.0741,0.1028,0.1128,0.1521,0.2004,466,Lennoxville,QC
-73.8,45.35,PGV,0.0134,0.0191,0.0253,0.0488,0.0854,0.1437,0.2279,0.2614,0.4051,0.6116,467,Léry,QC
-71.35,46.85,PGV,0.0155,0.0216,0.0282,0.0514,0.0847,0.1336,0.201,0.2275,0.3413,0.5077,468,Loretteville,QC
-72.95,46.25,PGV,0.0119,0.0166,0.0214,0.0386,0.0631,0.0993,0.1502,0.1704,0.2601,0.3977,469,Louiseville,QC
-72.13,45.27,PGV,0.0106,0.0146,0.0187,0.0326,0.0508,0.0756,0.1054,0.1159,0.1574,0.2087,470,Magog,QC
-78.13,48.13,PGV,0.0056,0.008,0.0108,0.0196,0.0318,0.0484,0.0692,0.0768,0.1057,0.1411,471,Malartic,QC
-75.97,46.38,PGV,0.0119,0.0169,0.0221,0.0411,0.0686,0.1087,0.1626,0.1833,0.2683,0.3845,472,Maniwaki,QC
-75.417,45.533,PGV,0.0123,0.0174,0.0229,0.0434,0.0743,0.1218,0.1895,0.2165,0.3332,0.5032,473,Masson,QC
-67.53,48.85,PGV,0.0112,0.0158,0.0207,0.0387,0.0654,0.1066,0.1663,0.1903,0.2951,0.4503,474,Matane,QC
-68.18,48.58,PGV,0.0122,0.0172,0.0224,0.0412,0.0683,0.109,0.167,0.1902,0.2923,0.4462,475,Mont-Joli,QC
-75.5,46.55,PGV,0.0119,0.0169,0.022,0.0406,0.0671,0.1057,0.1569,0.1767,0.2584,0.3715,476,Mont-Laurier,QC
-70.55,46.98,PGV,0.0203,0.0285,0.0371,0.068,0.1114,0.1739,0.2555,0.2866,0.4131,0.5836,477,Montmagny,QC
-73.87,45.43,PGV,0.0135,0.0192,0.0254,0.0489,0.0855,0.1435,0.2273,0.2606,0.4039,0.61,478,Beaconsfield,QC
-73.75,45.45,PGV,0.0134,0.019,0.0252,0.0485,0.0848,0.1424,0.2258,0.2592,0.4027,0.6091,479,Dorval,QC
-73.75,45.58,PGV,0.0134,0.019,0.0251,0.0481,0.0838,0.1406,0.2228,0.2559,0.3981,0.6033,480,Laval,QC
-73.52,45.63,PGV,0.0131,0.0186,0.0245,0.0468,0.0815,0.1367,0.2174,0.25,0.3905,0.5941,482,Montréal-Est,QC
-73.63,45.6,PGV,0.0133,0.0188,0.0249,0.0476,0.0828,0.1391,0.221,0.254,0.3961,0.6016,483,Montréal-Nord,QC
-73.62,45.52,PGV,0.0133,0.0188,0.0249,0.0478,0.0834,0.1404,0.2233,0.2567,0.4001,0.6066,484,Outremont,QC
-73.87,45.48,PGV,0.0135,0.0192,0.0254,0.0488,0.0852,0.1428,0.2259,0.2592,0.4022,0.6075,485,Pierrefonds,QC
-73.5,45.5,PGV,0.0131,0.0185,0.0245,0.047,0.082,0.1378,0.2196,0.2526,0.3944,0.5991,486,St-Lambert,QC
-73.67,45.5,PGV,0.0133,0.0189,0.025,0.048,0.0839,0.1411,0.2241,0.2574,0.4008,0.6066,487,St-Laurent,QC
-73.93,45.42,PGV,0.0135,0.0192,0.0255,0.0491,0.0857,0.1439,0.2276,0.261,0.4045,0.61,488,Ste-Anne-de-Bellevue,QC
-73.57,45.45,PGV,0.0132,0.0187,0.0248,0.0476,0.0832,0.1402,0.223,0.2564,0.4001,0.6066,489,Verdun,QC
-72.28,46.4,PGV,0.0123,0.0171,0.022,0.0395,0.0642,0.1003,0.1507,0.1709,0.2607,0.4003,490,Nicolet (Gentilly),QC
-70.91,53.21,PGV,0.0024,0.0036,0.0047,0.0095,0.0158,0.0242,0.0341,0.0377,0.0514,0.0687,491,Nitchequon,QC
-79.02,48.25,PGV,0.0044,0.0064,0.0088,0.0171,0.0285,0.0445,0.0648,0.0722,0.1015,0.1384,492,Noranda,QC
-64.22,48.53,PGV,0.0055,0.008,0.0107,0.0193,0.0308,0.046,0.0648,0.0716,0.0979,0.131,493,Percé,QC
-73.98,45.38,PGV,0.0135,0.0192,0.0255,0.0492,0.086,0.1444,0.2283,0.2618,0.4052,0.6108,494,Pincourt,QC
-71.78,46.22,PGV,0.0122,0.0168,0.0214,0.0374,0.0588,0.0881,0.1255,0.1396,0.1968,0.2759,495,Plessisville,QC
-66.87,50.02,PGV,0.0075,0.0112,0.0149,0.0284,0.0482,0.0786,0.1207,0.1373,0.207,0.3058,496,Port-Cartier,QC
-77.283,60.033,PGV,0.0013,0.0021,0.0032,0.0069,0.0134,0.0232,0.037,0.0426,0.0659,0.0991,497,Puvinrituq,QC
-71.38,46.78,PGV,0.015,0.0209,0.0272,0.0496,0.0817,0.1286,0.1937,0.2194,0.33,0.4927,498,Ancienne-Lorette,QC
-71.18,46.8,PGV,0.0157,0.0219,0.0285,0.0518,0.085,0.1337,0.1998,0.2257,0.3362,0.4965,499,Lévis,QC
-71.23,46.8,PGV,0.0155,0.0217,0.0282,0.0514,0.0844,0.1328,0.1989,0.2249,0.336,0.4974,500,Québec,QC
-71.25,46.77,PGV,0.0153,0.0213,0.0277,0.0505,0.0828,0.1304,0.1955,0.2211,0.3306,0.4908,501,Sillery,QC
-71.28,46.78,PGV,0.0153,0.0213,0.0278,0.0505,0.083,0.1306,0.1959,0.2216,0.3318,0.4924,502,Ste-Foy,QC
-72.15,45.67,PGV,0.0111,0.0152,0.0195,0.0339,0.0529,0.0788,0.1106,0.1221,0.1678,0.2257,503,Richmond,QC
-68.55,48.43,PGV,0.0131,0.0183,0.0239,0.0436,0.0714,0.1123,0.169,0.1914,0.2886,0.434,504,Rimouski,QC
-69.53,47.83,PGV,0.0262,0.0384,0.0519,0.1031,0.1803,0.2972,0.456,0.5163,0.7682,1.0991,505,Rivière-du-Loup,QC
-72.23,48.52,PGV,0.0125,0.0181,0.0242,0.0481,0.0866,0.1506,0.2478,0.2875,0.461,0.7137,506,Roberval,QC
-72.1,45.04,PGV,0.0104,0.0143,0.0184,0.0322,0.0503,0.075,0.105,0.1156,0.1576,0.2104,507,Rock-Island,QC
-73.8,45.63,PGV,0.0134,0.019,0.0251,0.048,0.0835,0.1398,0.2215,0.2543,0.3957,0.5992,508,Rosemère,QC
-79.02,48.23,PGV,0.0044,0.0064,0.0088,0.0172,0.0287,0.0449,0.0655,0.0731,0.1028,0.1403,509,Rouyn,QC
-74.13,45.25,PGV,0.0134,0.0191,0.0254,0.0492,0.0864,0.1448,0.2287,0.2621,0.4052,0.6108,510,Salaberry-de-Valleyfield,QC
-66.83,54.8,PGV,0.0012,0.0018,0.0027,0.006,0.0119,0.0197,0.0292,0.0325,0.0457,0.0623,511,Schefferville,QC
-77.23,48.38,PGV,0.0057,0.0082,0.0108,0.0194,0.0309,0.0459,0.064,0.0704,0.0945,0.1234,512,Senneterre,QC
