NBCC PGV values for building code localities,,,,,,,,,,,,,,,
-66.38,50.2,PGV,0.0067,0.0102,0.0135,0.0258,0.044,0.0719,0.111,0.1264,0.1918,0.2833,513,Sept-Îles,QC
-72.75,46.55,PGV,0.0119,0.0164,0.0211,0.0376,0.0604,0.0929,0.1367,0.1538,0.2273,0.3371,514,Shawinigan,QC
-76.48,45.6,PGV,0.0101,0.0142,0.0186,0.0348,0.0591,0.0966,0.1507,0.1726,0.2703,0.4195,515,Shawville,QC
-71.9,45.42,PGV,0.0107,0.0147,0.0188,0.0325,0.0505,0.0745,0.1034,0.1135,0.153,0.2016,516,Sherbrooke,QC
-73.12,46.03,PGV,0.0122,0.017,0.022,0.0401,0.0663,0.1058,0.1619,0.1844,0.2834,0.4329,517,Sorel,QC
-72.45,48.65,PGV,0.0112,0.016,0.0212,0.0406,0.0701,0.1166,0.1846,0.2119,0.3317,0.5061,518,St-Félicien,QC
-69.5,47.92,PGV,0.0238,0.0342,0.0454,0.0865,0.1459,0.2332,0.3504,0.3956,0.5817,0.835,519,St-Georges-de-Cacouna,QC
-73.42,45.5,PGV,0.0129,0.0183,0.0242,0.0463,0.0805,0.1354,0.2156,0.2481,0.3881,0.5908,520,St-Hubert,QC
-69.15,47.817,PGV,0.0182,0.0254,0.0329,0.0596,0.0964,0.1478,0.2133,0.238,0.3359,0.4656,521,St-Hubert-de-Rivière-du-Loup,QC
-72.95,45.62,PGV,0.012,0.0167,0.0217,0.0393,0.0646,0.1021,0.1539,0.1743,0.2618,0.3895,522,St-Hyacinthe,QC
-73.26,45.31,PGV,0.0125,0.0176,0.0231,0.0437,0.0751,0.1246,0.1972,0.2265,0.3541,0.5413,523,Saint-Jean-sur-Richelieu,QC
-74,45.78,PGV,0.0133,0.0188,0.0247,0.0466,0.0798,0.1311,0.2041,0.2333,0.3569,0.5345,524,St-Jérôme,QC
-74.6,46.12,PGV,0.0129,0.018,0.0235,0.0432,0.0713,0.1121,0.1662,0.1869,0.2716,0.3866,525,St-Jovite,QC
-71.4,46.7,PGV,0.0145,0.0202,0.0263,0.0478,0.0784,0.1234,0.186,0.2107,0.318,0.4764,526,St-Nicolas,QC
-74.28,46.05,PGV,0.0128,0.018,0.0234,0.0431,0.0716,0.1131,0.1689,0.1901,0.278,0.3975,527,Ste-Agathe-des-Monts,QC
-72.62,45.1,PGV,0.0109,0.015,0.0194,0.0343,0.0546,0.083,0.1187,0.1321,0.1852,0.2546,528,Sutton,QC
-69.72,48.15,PGV,0.0214,0.0306,0.0402,0.0755,0.1259,0.1992,0.2975,0.3347,0.489,0.7004,529,Tadoussac,QC
-79.1,46.72,PGV,0.007,0.0114,0.0167,0.0409,0.0857,0.164,0.2816,0.3287,0.5306,0.8161,530,Témiscaming,QC
-71.3,46.08,PGV,0.0119,0.0163,0.0208,0.0358,0.0555,0.0816,0.1132,0.1246,0.1688,0.2237,531,Thetford Mines,QC
-75.25,45.6,PGV,0.0127,0.018,0.0237,0.0447,0.0759,0.1231,0.189,0.2147,0.3239,0.4785,532,Thurso,QC
-72.55,46.35,PGV,0.0121,0.0168,0.0217,0.0389,0.0634,0.0994,0.1501,0.1704,0.261,0.4024,533,Trois-Rivières,QC
-77.78,48.1,PGV,0.0059,0.0084,0.0112,0.0202,0.0326,0.0494,0.0703,0.0779,0.1065,0.1416,534,Val-d'Or,QC
-73.43,45.68,PGV,0.0129,0.0183,0.0241,0.0458,0.0793,0.1327,0.2112,0.243,0.3807,0.581,535,Varennes,QC
-73.35,45.78,PGV,0.0127,0.0179,0.0235,0.0442,0.0759,0.1259,0.1997,0.2295,0.3597,0.5509,536,Verchères,QC
-71.97,46.05,PGV,0.0118,0.0161,0.0206,0.0359,0.0563,0.0842,0.1195,0.1328,0.1861,0.2586,537,Victoriaville,QC
-79.43,47.33,PGV,0.0054,0.0081,0.0114,0.0228,0.0403,0.0672,0.1045,0.1188,0.1791,0.2618,538,Ville-Marie,QC
-72.52,45.35,PGV,0.011,0.0152,0.0195,0.0343,0.0543,0.0819,0.1165,0.1293,0.1802,0.2456,539,Waterloo,QC
-72,45.57,PGV,0.0109,0.015,0.0191,0.0332,0.0516,0.0765,0.1064,0.1171,0.159,0.211,540,Windsor,QC
-64.95,45.6,PGV,0.006,0.0087,0.0117,0.0214,0.0342,0.0514,0.0729,0.0808,0.1129,0.1576,541,Alma,NB
-65.65,47.6,PGV,0.0086,0.0123,0.016,0.0285,0.0451,0.0678,0.0964,0.107,0.1503,0.21,542,Bathurst,NB
-66.67,48,PGV,0.0102,0.014,0.018,0.0315,0.0493,0.0734,0.1033,0.114,0.1577,0.216,543,Campbellton,NB
-65.47,47.03,PGV,0.0083,0.012,0.0156,0.0278,0.0441,0.0661,0.0938,0.1042,0.1462,0.2044,544,Miramichi,NB
-68.33,47.37,PGV,0.013,0.0179,0.0228,0.0394,0.0611,0.089,0.1225,0.1348,0.1803,0.2357,545,Edmundston,NB
-66.65,45.95,PGV,0.0091,0.0129,0.0167,0.0296,0.0464,0.0691,0.097,0.1072,0.148,0.2027,546,Fredericton,NB
-66.16,45.79,PGV,0.0081,0.0116,0.0151,0.0271,0.0431,0.0642,0.0905,0.1002,0.1389,0.1914,547,Gagetown,NB
-67.73,47.05,PGV,0.0123,0.017,0.0217,0.0376,0.0585,0.0859,0.1194,0.1317,0.1796,0.2414,548,Grand Falls,NB
-64.78,46.1,PGV,0.0062,0.0091,0.0121,0.0221,0.0352,0.053,0.0757,0.0842,0.1193,0.1701,549,Moncton,NB
-66.48,45.84,PGV,0.0087,0.0124,0.0161,0.0287,0.0454,0.0678,0.0956,0.1059,0.147,0.2027,550,Oromocto,NB
-64.37,45.88,PGV,0.0063,0.0091,0.012,0.0214,0.0337,0.0502,0.0712,0.0791,0.1119,0.1602,551,Sackville,NB
-66.05,45.267,PGV,0.0072,0.0107,0.014,0.0256,0.0415,0.0631,0.0899,0.0999,0.139,0.1893,552,Saint John,NB
-64.7,47.73,PGV,0.0064,0.0093,0.0123,0.0221,0.035,0.0522,0.0736,0.0813,0.112,0.1529,553,Shippagan,NB
-67.28,45.2,PGV,0.0096,0.0143,0.0196,0.0412,0.08,0.1503,0.2584,0.302,0.4808,0.7249,554,St. Stephen,NB
-67.6,46.16,PGV,0.0105,0.0144,0.0185,0.0323,0.0498,0.0731,0.1013,0.1113,0.1513,0.2037,555,Woodstock,NB
-64.2,45.83,PGV,0.0062,0.0088,0.0117,0.0207,0.0327,0.0484,0.0682,0.0755,0.1048,0.1455,556,Amherst,NS
-62,45.62,PGV,0.0041,0.006,0.0082,0.0162,0.0266,0.0409,0.0589,0.0655,0.0922,0.1281,557,Antigonish,NS
-64.52,44.38,PGV,0.0054,0.0077,0.0104,0.0188,0.0302,0.0457,0.0654,0.0727,0.1019,0.1409,558,Bridgewater,NS
-61,45.33,PGV,0.0043,0.0063,0.0087,0.0172,0.0286,0.0446,0.0651,0.0728,0.1036,0.1447,559,Canso,NS
-63.47,45.43,PGV,0.0053,0.0076,0.0103,0.0185,0.0294,0.0441,0.0622,0.0689,0.096,0.1331,560,Debert,NS
-65.77,44.62,PGV,0.006,0.0089,0.0119,0.022,0.0358,0.0548,0.0788,0.0874,0.1218,0.1665,561,Digby,NS
-64.9,44.98,PGV,0.0054,0.0078,0.0106,0.0196,0.0318,0.048,0.0683,0.0758,0.1053,0.1445,562,Greenwood (CFB),NS
-63.57,44.67,PGV,0.0049,0.007,0.0095,0.0176,0.0284,0.0434,0.0625,0.0696,0.0986,0.1378,563,Dartmouth,NS
-63.6,44.65,PGV,0.0049,0.007,0.0095,0.0176,0.0284,0.0434,0.0626,0.0697,0.0988,0.1379,564,Halifax,NS
-64.5,45.08,PGV,0.0059,0.0084,0.0112,0.02,0.0318,0.0474,0.0668,0.074,0.1025,0.1409,565,Kentville,NS
-64.72,44.03,PGV,0.0044,0.0064,0.0088,0.017,0.0282,0.0441,0.0645,0.0722,0.1031,0.1441,566,Liverpool,NS
-65.12,43.7,PGV,0.0041,0.006,0.0082,0.0163,0.0276,0.0437,0.0648,0.0727,0.1049,0.1477,567,Lockeport,NS
-59.98,45.92,PGV,0.0046,0.0069,0.0096,0.0187,0.0311,0.0478,0.0689,0.0767,0.1069,0.1462,568,Louisburg,NS
-64.32,44.38,PGV,0.0053,0.0075,0.0102,0.0185,0.0298,0.0451,0.0647,0.072,0.1014,0.1406,569,Lunenburg,NS
-62.65,45.58,PGV,0.0048,0.0069,0.0093,0.0173,0.0277,0.0418,0.0594,0.0659,0.0919,0.127,570,New Glasgow,NS
-60.25,46.22,PGV,0.0044,0.0064,0.0089,0.0175,0.0288,0.0442,0.0633,0.0703,0.0977,0.1333,571,North Sydney,NS
-62.72,45.68,PGV,0.0048,0.0069,0.0093,0.0173,0.0277,0.0417,0.0591,0.0655,0.0911,0.1256,572,Pictou,NS
-61.35,45.62,PGV,0.0042,0.0061,0.0084,0.0165,0.0273,0.0423,0.0612,0.068,0.096,0.1332,573,Port Hawkesbury,NS
-64.05,45.65,PGV,0.0059,0.0085,0.0113,0.02,0.0316,0.0467,0.0655,0.0724,0.1,0.1375,574,Springhill,NS
-63.35,45.13,PGV,0.0052,0.0074,0.01,0.0181,0.029,0.0437,0.0623,0.0691,0.097,0.1351,575,Stewiacke,NS
-60.18,46.15,PGV,0.0044,0.0065,0.0091,0.0178,0.0293,0.045,0.0646,0.0717,0.0998,0.1362,576,Sydney,NS
-63.3,45.72,PGV,0.0053,0.0076,0.0103,0.0185,0.0292,0.0435,0.0612,0.0676,0.0933,0.1278,577,Tatamagouche,NS
-63.27,45.37,PGV,0.0052,0.0075,0.0101,0.0183,0.0291,0.0436,0.0618,0.0685,0.0957,0.1329,578,Truro,NS
-64.37,45.08,PGV,0.0058,0.0083,0.011,0.0198,0.0314,0.0469,0.0661,0.0732,0.1016,0.14,579,Wolfville,NS
-66.12,43.83,PGV,0.0052,0.0075,0.0103,0.0193,0.0317,0.0487,0.0704,0.0784,0.1097,0.1505,580,Yarmouth,NS
-63.133,46.233,PGV,0.0054,0.0077,0.0104,0.0185,0.0292,0.0432,0.0603,0.0665,0.0911,0.1237,581,Charlottetown,PE
-62.25,46.35,PGV,0.0048,0.0068,0.0092,0.017,0.0271,0.0405,0.0568,0.0629,0.0865,0.1177,582,Souris,PE
-63.783,46.4,PGV,0.0059,0.0085,0.0113,0.0203,0.032,0.0478,0.068,0.0756,0.1075,0.155,583,Summerside,PE
-64.03,46.95,PGV,0.0062,0.0089,0.0118,0.0209,0.033,0.049,0.0693,0.0768,0.1082,0.1537,584,Tignish,PE
-53.98,47.3,PGV,0.0035,0.0054,0.0078,0.0167,0.0284,0.0439,0.0625,0.0691,0.0946,0.1266,585,Argentia,NL
-53.12,48.65,PGV,0.0025,0.0039,0.0055,0.0126,0.0224,0.0356,0.0518,0.0578,0.0809,0.1105,586,Bonavista,NL
-56.867,48.817,PGV,0.003,0.0045,0.0063,0.0135,0.0227,0.0348,0.0495,0.0549,0.0758,0.1028,587,Buchans,NL
-57.95,54.78,PGV,0.0041,0.0059,0.0082,0.0164,0.0279,0.0441,0.0645,0.072,0.101,0.1369,588,Cape Harrison,NL
-53.07,46.65,PGV,0.0036,0.0056,0.0081,0.0175,0.03,0.0466,0.0669,0.0743,0.1026,0.1381,589,Cape Race,NL
-59.15,47.57,PGV,0.0038,0.0056,0.0078,0.0156,0.0258,0.0392,0.0556,0.0617,0.0845,0.1138,590,Channel-Port aux Basques,NL
-57.95,48.95,PGV,0.003,0.0044,0.0061,0.013,0.0219,0.0336,0.0479,0.053,0.0735,0.1003,591,Corner Brook,NL
-54.59,48.98,PGV,0.0026,0.004,0.0056,0.0127,0.022,0.0345,0.0497,0.0552,0.0768,0.1043,592,Gander,NL
-55.77,47.1,PGV,0.0043,0.0067,0.0097,0.0196,0.0326,0.0497,0.0706,0.078,0.1063,0.1415,593,Grand Bank,NL
-55.67,48.93,PGV,0.0027,0.0042,0.0058,0.013,0.0222,0.0345,0.0493,0.0546,0.0757,0.1029,594,Grand Falls,NL
-60.37,53.32,PGV,0.0012,0.002,0.0031,0.0073,0.0145,0.0243,0.0359,0.0402,0.0564,0.0768,595,Happy Valley-Goose Bay,NL
-66.92,52.95,PGV,0.0028,0.004,0.0054,0.0109,0.0179,0.0271,0.0381,0.0421,0.0569,0.0754,596,Labrador City,NL
-55.58,51.37,PGV,0.0012,0.002,0.003,0.0073,0.0156,0.0272,0.0418,0.047,0.0685,0.0971,597,St. Anthony,NL
-52.72,47.57,PGV,0.0029,0.0045,0.0064,0.0144,0.0252,0.0397,0.0573,0.0637,0.0881,0.1191,598,St. John's,NL
-58.58,48.55,PGV,0.0034,0.0049,0.0068,0.014,0.0231,0.0351,0.0497,0.055,0.076,0.103,599,Stephenville,NL
-64.53,53.5,PGV,0.0014,0.0023,0.0034,0.0075,0.0143,0.023,0.0334,0.0371,0.0514,0.0693,600,Twin Falls,NL
-52.95,47.63,PGV,0.0029,0.0045,0.0064,0.0145,0.0252,0.0395,0.0569,0.0633,0.0873,0.1179,601,Wabana,NL
-66.87,52.92,PGV,0.0029,0.0041,0.0054,0.0109,0.018,0.0272,0.0383,0.0423,0.0573,0.0758,602,Wabush,NL
-137.517,61.6,PGV,0.0524,0.0641,0.0751,0.108,0.1461,0.1912,0.2418,0.2585,0.3215,0.3951,603,Aishihik,YT
-139.42,64.07,PGV,0.0363,0.044,0.0509,0.0727,0.0983,0.1305,0.1697,0.1842,0.2428,0.3242,604,Dawson,YT
-138.8,61.25,PGV,0.0822,0.1066,0.1336,0.2394,0.3824,0.5577,0.7516,0.813,1.0422,1.2923,605,Destruction Bay,YT
-140.37,62.4,PGV,0.0619,0.0756,0.0881,0.1261,0.1691,0.2195,0.2756,0.2949,0.365,0.449,606,Snag,YT
-132.72,60.17,PGV,0.0265,0.0322,0.0376,0.0539,0.0734,0.0975,0.1269,0.1377,0.1825,0.2471,607,Teslin,YT
-128.71,60.13,PGV,0.0163,0.0202,0.0241,0.0372,0.0549,0.08,0.1125,0.1247,0.1745,0.2428,608,Watson Lake,YT
-135.05,60.72,PGV,0.0405,0.0485,0.0563,0.0794,0.1054,0.1367,0.1721,0.1846,0.232,0.2926,609,Whitehorse,YT
-135.01,68.23,PGV,0.0211,0.0272,0.0334,0.0546,0.0834,0.1241,0.1782,0.1991,0.2883,0.4201,610,Aklavik,NT
-117.88,66.05,PGV,0.0034,0.0043,0.0053,0.0092,0.0142,0.0209,0.0293,0.0324,0.0448,0.0613,611,Echo Bay / Port Radium,NT
-128.63,66.29,PGV,0.0195,0.0246,0.0295,0.0452,0.0647,0.0891,0.1181,0.1284,0.1678,0.2164,612,Fort Good Hope,NT
-117.65,61.35,PGV,0.0041,0.0053,0.0066,0.0113,0.0171,0.0249,0.0344,0.0378,0.0513,0.0688,613,Fort Providence,NT
-113.67,61.19,PGV,0.0018,0.0025,0.0033,0.0056,0.0094,0.0146,0.0215,0.0241,0.0354,0.0515,614,Fort Resolution,NT
-121.35,61.93,PGV,0.0106,0.0138,0.0169,0.0276,0.0412,0.0589,0.08,0.0873,0.1154,0.1493,615,Fort Simpson,NT
-111.88,60,PGV,0.0007,0.0011,0.0016,0.0038,0.0071,0.0126,0.0196,0.0224,0.034,0.0507,616,Fort Smith,NT
-115.733,60.85,PGV,0.0027,0.0035,0.0044,0.0075,0.0119,0.0179,0.0254,0.0282,0.0397,0.0557,617,Hay River,NT
-117.75,70.73,PGV,0.0019,0.0028,0.0037,0.0069,0.0121,0.019,0.0278,0.031,0.0438,0.0604,618,Ulukhaqtuuq / Holman,NT
-133.72,68.35,PGV,0.0181,0.0231,0.0282,0.0453,0.0677,0.0979,0.1357,0.1496,0.2055,0.2816,619,Inuvik,NT
-119.33,76.23,PGV,0.0017,0.0027,0.0036,0.0076,0.0142,0.0238,0.036,0.0406,0.058,0.0792,620,Mould Bay,NT
-126.85,65.283,PGV,0.0252,0.0326,0.0401,0.0665,0.1035,0.1574,0.2296,0.2571,0.37,0.5228,621,Norman Wells,NT
-116.05,62.83,PGV,0.0033,0.0042,0.0052,0.0089,0.0137,0.0201,0.0281,0.0311,0.043,0.0591,622,Rae-Edzo,NT
-128.27,61.95,PGV,0.0188,0.0237,0.0286,0.0449,0.0663,0.0952,0.1313,0.1447,0.1981,0.2694,623,Tungsten,NT
-114.35,62.48,PGV,0.0023,0.0031,0.0038,0.0065,0.0106,0.016,0.0231,0.0257,0.0369,0.0529,624,Yellowknife,NT
-62.25,82.48,PGV,0.0021,0.0035,0.0048,0.0111,0.0207,0.0356,0.0561,0.0641,0.0969,0.1422,625,Alert,NU
-85.17,73.03,PGV,0.0071,0.01,0.0126,0.0214,0.0325,0.0465,0.063,0.0687,0.0905,0.1172,626,Arctic Bay,NU
-94.05,61.12,PGV,0.0012,0.0019,0.0027,0.0054,0.0098,0.0158,0.0234,0.0262,0.0378,0.0539,627,Arviat,NU
-96.02,64.32,PGV,0.0019,0.003,0.004,0.0081,0.0143,0.0224,0.0324,0.036,0.0503,0.0685,628,Baker Lake,NU
-105.03,69.12,PGV,0.0015,0.0023,0.0033,0.0066,0.0119,0.0188,0.0273,0.0304,0.0426,0.0583,629,Iqaluktuuttiaq / Cambridge Bay,NU
-90.7,63.33,PGV,0.0023,0.0035,0.0047,0.0096,0.0164,0.0257,0.0371,0.0414,0.0576,0.0782,630,Igluligaarjuk / Chesterfield Inlet,NU
-68.57,70.45,PGV,0.0148,0.0202,0.0258,0.0448,0.07,0.1042,0.1466,0.1621,0.2236,0.3034,631,Kanngiqtugaapik / Clyde River,NU
-115.08,67.83,PGV,0.0016,0.0022,0.0028,0.005,0.0084,0.0135,0.0203,0.023,0.0345,0.051,632,Kugluktuk,NU
-83.17,64.13,PGV,0.0026,0.0039,0.0052,0.0108,0.0185,0.0294,0.0433,0.0484,0.0692,0.0962,633,Salliq / Coral Harbour,NU
-85.95,79.983,PGV,0.0102,0.0138,0.0173,0.0288,0.0432,0.0619,0.0848,0.0931,0.127,0.173,634,Eureka,NU
-68.5,63.73,PGV,0.0046,0.0065,0.0086,0.0156,0.0244,0.0356,0.0491,0.0539,0.0725,0.0953,635,Iqaluit,NU
-103.53,78.78,PGV,0.0178,0.0242,0.0307,0.0515,0.0776,0.11,0.148,0.1613,0.2123,0.2761,636,Isachsen,NU
-78,63.1,PGV,0.0019,0.003,0.004,0.0084,0.0153,0.0253,0.0392,0.0447,0.0681,0.1018,637,Nottingham Island,NU
-92.08,62.82,PGV,0.0019,0.0029,0.0039,0.0077,0.0136,0.0211,0.0307,0.034,0.0476,0.065,638,Kangiqiniq / Rankin Inlet,NU
-94.9,74.68,PGV,0.0074,0.0105,0.0135,0.0236,0.0367,0.0548,0.0782,0.0871,0.1242,0.1769,639,Resolute,NU
-64.883,61.3,PGV,0.0069,0.0102,0.0133,0.0248,0.0409,0.0636,0.0928,0.1038,0.1485,0.2098,640,Resolution Island,NU
-67.05,45.07,PGV,0.0095,0.0144,0.0201,0.045,0.0915,0.175,0.2976,0.3444,0.5388,0.7975,641,Saint Andrews ,NB
-66.82,45.13,PGV,0.0091,0.0136,0.0185,0.0378,0.07,0.1237,0.2017,0.2325,0.358,0.5264,642,Saint George ,NB
-82.43,52.93,PGV,0.0009,0.0014,0.0021,0.0048,0.0096,0.0168,0.0265,0.0303,0.0456,0.0663,643,Attawapiskat,ON
-75.76,45.28,PGV,0.011,0.0155,0.0204,0.0385,0.0656,0.1072,0.1671,0.191,0.2963,0.4538,645,Ottawa (Barrhaven),ON
-75.91,45.31,PGV,0.0106,0.015,0.0197,0.0369,0.0627,0.1022,0.1585,0.1811,0.2809,0.4317,646,Ottawa (Kanata),ON
-75.52,45.48,PGV,0.0119,0.0169,0.0222,0.0421,0.0717,0.1174,0.1825,0.2085,0.3216,0.4879,647,Ottawa (Orleans),ON
-75.67,45.32,PGV,0.0113,0.016,0.021,0.0397,0.0678,0.1111,0.1732,0.1981,0.3075,0.4697,648,Ottawa (M-C Int'l Airport),ON
-79.61,43.68,PGV,0.0039,0.0058,0.0081,0.017,0.0298,0.0485,0.074,0.0837,0.1245,0.1819,649,Toronto (LBP Int'l Airport),ON
-79.38,43.65,PGV,0.0042,0.0063,0.0089,0.0184,0.0327,0.0549,0.0872,0.1003,0.1583,0.2465,650,Toronto (city hall),ON
-73.63,45.69,PGV,0.0132,0.0187,0.0247,0.0471,0.0817,0.1367,0.2171,0.2495,0.3894,0.5917,652,Terrebonne,QC
-73.9,45.56,PGV,0.0135,0.0192,0.0253,0.0485,0.0844,0.1413,0.2232,0.2561,0.3966,0.5993,653,Saint-Eustache,QC
-75.93,45.64,PGV,0.0112,0.0158,0.0207,0.0385,0.065,0.1051,0.1619,0.1847,0.2835,0.4323,654,Wakefield,QC
-74.14,45.4,PGV,0.0135,0.0193,0.0256,0.0492,0.0858,0.1437,0.2264,0.2593,0.4007,0.6042,655,St-Lazare-Hudson,QC
-70.51,47.44,PGV,0.0358,0.0538,0.0739,0.1493,0.2622,0.4305,0.6531,0.7375,1.073,1.5021,656,Baie-Saint-Paul,QC
-70.04,47.37,PGV,0.0352,0.0522,0.0712,0.142,0.2471,0.4035,0.6124,0.6901,1.0058,1.411,657,La Pocatière,QC
-123.47,63.23,PGV,0.0213,0.0281,0.0351,0.0599,0.0947,0.1458,0.2143,0.2409,0.35,0.5,658,Wrigley,NT
-134.88,67.43,PGV,0.0292,0.037,0.0449,0.0706,0.1037,0.1476,0.2024,0.2227,0.3046,0.4151,659,Fort McPherson ,NT
-133.357,62.227,PGV,0.0232,0.028,0.0326,0.0468,0.0643,0.0869,0.1156,0.1264,0.171,0.2348,660,Faro,YT
-137.54,60.78,PGV,0.0712,0.088,0.1048,0.1588,0.2268,0.3143,0.4174,0.453,0.5889,0.7501,661,Haines Junction,YT
-115.35,51.09,PGV,0.0073,0.0104,0.0134,0.0242,0.039,0.0602,0.0878,0.0984,0.1421,0.2027,662,Canmore,AB
-128.14,52.16,PGV,0.0459,0.0593,0.0725,0.1129,0.1589,0.2116,0.2681,0.287,0.3519,0.4268,663,Bella Bella,BC
-126.75,52.37,PGV,0.0322,0.0417,0.051,0.0818,0.1179,0.1615,0.2088,0.2251,0.2831,0.3473,664,Bella Coola,BC
-132.08,53.26,PGV,0.1481,0.1997,0.2507,0.3974,0.5562,0.7388,0.9239,0.9884,1.2019,1.442,665,Queen Charlotte City,BC
-130,58.44,PGV,0.017,0.0206,0.0241,0.0342,0.0458,0.0597,0.0751,0.0805,0.1007,0.1258,666,Dease Lake ,BC
-126.05,49.78,PGV,0.0501,0.0649,0.0817,0.1561,0.2922,0.4747,0.6792,0.7484,0.9862,1.2445,667,Gold River ,BC
-127.45,50.38,PGV,0.0952,0.1287,0.1646,0.2856,0.434,0.6116,0.8024,0.8657,1.0998,1.3644,668,Port Alice ,BC
-126.65,49.93,PGV,0.0727,0.0956,0.1211,0.224,0.3768,0.5712,0.7829,0.8491,1.0951,1.368,669,Tahsis,BC
-125.13,48.83,PGV,0.0472,0.0623,0.079,0.1485,0.2879,0.5393,0.833,0.9286,1.2625,1.6224,670,Bamfield,BC
-124.4,48.56,PGV,0.063,0.0842,0.1072,0.1978,0.3502,0.5827,0.8479,0.938,1.253,1.5973,671,Port Renfrew ,BC
-124.05,48.42,PGV,0.0707,0.0943,0.1198,0.2165,0.368,0.5873,0.8377,0.9223,1.2219,1.553,672,Jordan River ,BC
-123.72,48.38,PGV,0.0802,0.107,0.1355,0.2394,0.3866,0.5848,0.8094,0.8837,1.1551,1.4587,673,Sooke,BC
-123.5,48.45,PGV,0.0871,0.1162,0.1469,0.2543,0.3962,0.5772,0.7822,0.8484,1.0963,1.3771,674,Langford,BC
-123.82,48.99,PGV,0.0749,0.1006,0.1279,0.2246,0.3493,0.5048,0.6813,0.7415,0.9524,1.1869,675,Ladysmith,BC
-124.33,49.32,PGV,0.0558,0.0749,0.0957,0.1734,0.2821,0.426,0.5868,0.6424,0.8387,1.062,676,Parksville,BC
-123.75,49.47,PGV,0.0539,0.0722,0.0917,0.1617,0.2554,0.3733,0.5074,0.5542,0.7241,0.9115,677,Sechelt,BC
-122.96,50.12,PGV,0.0289,0.0377,0.047,0.0803,0.1271,0.1915,0.2697,0.2976,0.4003,0.5214,678,Whistler ,BC
-122.8,49.02,PGV,0.0621,0.0824,0.1037,0.176,0.2683,0.3839,0.5141,0.5598,0.7255,0.9102,679,White Rock ,BC
-82.657,46.381,PGV,0.0023,0.0035,0.0047,0.01,0.0172,0.027,0.0391,0.0435,0.0605,0.0814,680,Elliot Lake ,ON
-80.394,44.17,PGV,0.0035,0.005,0.0068,0.0138,0.0232,0.0358,0.0513,0.0569,0.0781,0.1041,681,Dundalk,ON
-80.204,44.076,PGV,0.0036,0.0051,0.007,0.0142,0.024,0.0372,0.0533,0.0593,0.0816,0.1091,682,Shelburne,ON
-73.554,45.509,PGV,0.0132,0.0187,0.0248,0.0475,0.083,0.1396,0.2223,0.2556,0.399,0.6049,683,Montréal (city hall),QC
